clone_id	gene_symbol_tf	gene_symbol_partner	test_orf_ida	test_orf_idb	source	score_pair	score_empty-N1	score_empty-N2	log2 NLR
		ORM2	7407	5342	RRS - from HuRI	1785.0	117.0	515.0	1.7932797368458813
		OS9	5352	100068173	RRS - from HuRI	4395.0	233.0	591.0	2.894633129853234
		ACSF3	71337	5477	RRS - from HuRI	2294.0	96.0	4161.0	-0.859064897028934
		NDUFA2	5526	5619	RRS - from HuRI	261.0	103.0	577.0	-1.144521512075598
		MYOZ2	5651	8407	Lit-BM-13	1923.0	117.0	453.0	2.085775807293662
		CDC73	12343	5762	RRS - from HuRI	5466.0	124.0	1188.0	2.2019506237224413
		TBCB	5813	7476	RRS - from HuRI	171620.0	165.0	30684.0	2.4836592177886545
		NAIF1	7903	5888	RRS - from HuRI	64929.0	158.0	11387.0	2.511475282876784
		TBX21	10281	5910	RRS - from HuRI	7540.0	137.0	5700.0	0.40360260421656013
		FBL	5920	100061564	RRS - from HuRI	2211.0	117.0	3056.0	-0.4669455182195229
		ERH	5932	11468	RRS - from HuRI	2211.0	130.0	996.0	1.150481377748145
		C11orf57	14650	5943	RRS - from HuRI	8742.0	151.0	3104.0	1.493834820598541
		TUBA3E	10893	5950	RRS - from HuRI	16126.0	137.0	1607.0	3.3269467930960155
		PYCR1	5951	5951	Lit-BM-13	53571.0	130.0	2033.0	4.7197701065365
		ENOX2	5956	13718	RRS - from HuRI	350.0	96.0	1044.0	-1.5766948847375557
		ELOB	6003	6449	Lit-BM-13	2094.0	130.0	1099.0	0.9300700559815773
		SAMD10	71041	6009	RRS - from HuRI	3921.0	179.0	405.0	3.2752278287446024
		ACOT9	6302	55005	RRS - from HuRI	3090.0	103.0	1003.0	1.6232852321795561
		C2orf28	6333	56553	RRS - from HuRI	110.0	96.0	117.0	-0.08900500605874494
		STRA13	6492	13177	Lit-BM-13	1415.0	117.0	385.0	1.8778717021369808
		CTDSP1	6555	14287	Lit-BM-13	8962.0	124.0	6105.0	0.5538294312777398
		NIPA1	8264	7027	RRS - from HuRI	96.0	69.0	144.0	-0.5849625007211563
		SHC1	7372	8905	Lit-BM-13	2754.0	89.0	4704.0	-0.7723595007014002
		EIF4E2	13386	7431	RRS - from HuRI	3083.0	76.0	3502.0	-0.1838441943263827
		DAP3	52905	7587	Lit-BM-13	2987.0	137.0	563.0	2.4074904102305608
		RABEPK	13373	7763	Lit-BM-13	886.0	117.0	5082.0	-2.5200177714983365
		BTRC	9477	7959	Lit-BM-13	680.0	137.0	556.0	0.29044986341419426
		PEX10	7980	7980	Lit-BM-13	5315.0	124.0	5308.0	0.0019013210482737581
		C22orf23	8055	55729	RRS - from HuRI	4093.0	110.0	2761.0	0.5679677788550156
		RDH12	8245	13054	RRS - from HuRI	508.0	172.0	536.0	-0.07740450368560664
		POLI	10037	8334	RRS - from HuRI	797.0	130.0	858.0	-0.10639792350907379
		RAB27A	55086	8617	Lit-BM-13	735.0	130.0	254.0	1.532915752951561
		YRDC	8801	9379	RRS - from HuRI	1373.0	179.0	172.0	2.939300132882844
		RNF144B	10779	9155	RRS - from HuRI	735.0	247.0	282.0	1.3820490873249331
		CCR3	9286	9289	RRS - from HuRI	130.0	110.0	96.0	0.24100809950379498
		THAP8	14662	9298	RRS - from HuRI	5274.0	124.0	625.0	3.076969476315111
		C12orf36	52596	9303	RRS - from HuRI	179.0	110.0	439.0	-1.2942613522711017
		KLRC1	13628	9504	Lit-BM-13	81324.0	117.0	12012.0	2.759204797278247
		OR2L13	9556	56762	RRS - from HuRI	165.0	185.0	529.0	-1.68080169786821
		CHMP1A	54986	10399	RRS - from HuRI	2520.0	103.0	1669.0	0.5944397790246801
		NCSTN	10609	54835	RRS - from HuRI	172.0	103.0	254.0	-0.5624199320700679
		VPS29	14158	10711	RRS - from HuRI	515.0	240.0	295.0	0.8038574778213772
		TF	10935	10935	Lit-BM-13	1755198.0	124.0	2046.0	9.74461192652208
		REXO1L1	100068172	11034	RRS - from HuRI	71881.0	158.0	89.0	8.829542110963184
		CASP10	11103	71021	Lit-BM-13	8756.0	103.0	2101.0	2.0591957925079
		EPN1	11132	55982	RRS - from HuRI	865.0	151.0	8797.0	-3.346239574179735
		SGCD	13017	11207	RRS - from HuRI	783.0	144.0	542.0	0.5307194559371692
		CEBPE	11208	11208	Lit-BM-13	301781.0	124.0	1909.0	7.3045410643068225
		DEFB103A	40080561	11636	RRS - from HuRI	137.0	89.0	110.0	0.316672369435867
		TYRP1	13680	11664	RRS - from HuRI	900.0	110.0	494.0	0.8654139596323595
		UGT1A5	100014695	11695	RRS - from HuRI	707.0	89.0	233.0	1.6013802601551186
		TGFBR1	14210	11786	Lit-BM-13	240.0	103.0	192.0	0.32192809488736235
		ZNF83	11942	11914	RRS - from HuRI	206.0	144.0	137.0	0.516575525740906
		NCR1	11968	13928	RRS - from HuRI	103.0	96.0	233.0	-1.177685617471062
		PSMA7	100008214	12257	Lit-BM-13	5638.0	89.0	4409.0	0.3547320009546742
		CDKN3	12358	12358	Lit-BM-13	426.0	110.0	227.0	0.9081611329349232
		VEZT	12395	53002	RRS - from HuRI	25970.0	330.0	1779.0	3.86770759829861
		B4GALT1	71100	12691	RRS - from HuRI	2960.0	124.0	769.0	1.9445416725544855
		FRA10AC1	12852	40080552	RRS - from HuRI	13481.0	233.0	529.0	4.671515984840292
		STAT5B	12900	12900	Lit-BM-13	1003.0	124.0	364.0	1.4623112504134843
		ARL15	13164	14061	RRS - from HuRI	117.0	96.0	192.0	-0.7145977811377516
		NUDT16P1	13492	55871	RRS - from HuRI	288.0	89.0	268.0	0.10383581098453992
		CDK6	13668	70345	RRS - from HuRI	282.0	96.0	5260.0	-4.221295731780871
		POLR2A	14287	71438	Lit-BM-13	12925.0	103.0	2067.0	2.644553986664212
		TRAF3IP3	54647	71438	RRS - from HuRI	8866.0	103.0	1009.0	3.1353571880589075
		VLDLR	72025	14411	RRS - from HuRI	275.0	137.0	130.0	1.005255725451495
		VCAM1	14543	14543	Lit-BM-13	96.0	82.0	192.0	-1.0
		REEP3	14551	56060	RRS - from HuRI	96.0	110.0	185.0	-0.9464189597951559
		MMP13	14592	14592	Lit-BM-13	4409.0	117.0	2053.0	1.1027178495071457
		BPIFA2	14831	100068253	RRS - from HuRI	3282.0	185.0	165.0	4.148978062997401
		PADI3	70996	14899	RRS - from HuRI	172.0	82.0	385.0	-1.1624498808801658
		IL22RA2	56794	14943	RRS - from HuRI	96.0	82.0	199.0	-1.0516621198224927
		BCL2L11	15065	56155	Lit-BM-13	68869.0	117.0	1346.0	5.67710441372557
		EREG	70643	52883	RRS - from HuRI	797.0	144.0	137.0	2.4685109125481595
		OR5D18	70606	53018	RRS - from HuRI	151.0	172.0	110.0	-0.18786001537701902
		PRKAR1B	100067220	53023	RRS - from HuRI	769.0	76.0	1545.0	-1.0065513348299102
		SREK1	53120	100016209	RRS - from HuRI	3276.0	117.0	1023.0	1.67912921189568
		KLRC2	71981	53747	RRS - from HuRI	1682.0	124.0	714.0	1.2361817262260446
		ARHGEF9	54237	55699	RRS - from HuRI	1202.0	137.0	247.0	2.282853949126508
		IRF8	54446	72111	RRS - from HuRI	96473.0	96.0	13736.0	2.812163285840247
		MYL4	100002644	54813	RRS - from HuRI	179.0	110.0	4876.0	-4.767666633355955
		TXNRD3NB	54923	56944	RRS - from HuRI	336.0	89.0	707.0	-1.0732489820306386
		HCG27	55983	70099	RRS - from HuRI	96.0	117.0	117.0	-0.28540221886224837
		ARHGEF38	56003	56639	RRS - from HuRI	10219.0	124.0	1380.0	2.888513853354419
		PIP4K2C	100009142	56128	RRS - from HuRI	6112.0	96.0	5377.0	0.18484307176028075
		ZNF295	71113	56174	RRS - from HuRI	1236.0	96.0	3173.0	-1.3601687780132632
		SH3RF2	56671	71232	RRS - from HuRI	13014.0	69.0	1524.0	3.094129650900108
		PLXNA3	100062664	71814	RRS - from HuRI	96.0	89.0	165.0	-0.7813597135246597
		CEMP1	100016017	71833	RRS - from HuRI	453.0	227.0	5659.0	-3.6429641820365326
		NQO1	100010599	100010599	Lit-BM-13	32196.0	137.0	1957.0	4.040165799354873
		INS-IGF2	100015383	100069009	RRS - from HuRI	769.0	117.0	233.0	1.7226536433075463
		KIAA1211	100068241	100061732	RRS - from HuRI	6064.0	117.0	18805.0	-1.632774647756577
		MEF2BNB-MEF2B	53257	53257	Lit-BM-13	1167.0	103.0	1188.0	-0.02573027509341761
		LCP2	1108	5001	PRS - hPRS-v2	39940.0	130.0	26232.0	0.606506525938274
		FKBP3	273	5046	RRS - hRRS-v2	5562.0	117.0	8289.0	-0.575594318186961
		ORC2	2403	8578	PRS - hPRS-v2	934.0	151.0	728.0	0.35948409951096577
		BDNF	8536	636	PRS - hPRS-v2	165.0	117.0	872.0	-2.4018621105311104
		RGR	2877	6034	RRS - hRRS-v2	728.0	240.0	240.0	1.6009040445901777
		MAFG	7214	3011	PRS - hPRS-v2	17926.0	130.0	961.0	4.2213733605369015
		HDAC1	3152	8127	PRS - hPRS-v2	8330.0	151.0	17150.0	-1.041820175694627
		IGF2	5345	7264	PRS - hPRS-v2	3667.0	130.0	803.0	2.1911283731943514
		SKP1P1	6671	4656	PRS - hPRS-v2	35240.0	96.0	948.0	5.216183054909517
			6014	4758	RRS - hRRS-v2	1291.0	96.0	2465.0	-0.9330986459580831
		IFIT1	5803	6072	PRS - hPRS-v2	1765.0	103.0	2541.0	-0.5257281918948122
		PDE9A	3048	10130	RRS - hRRS-v2	16689.0	199.0	2273.0	2.876227922156921
		DDIT3	3944	4345	PRS - hPRS-v2	941.0	117.0	295.0	1.6734797684793332
		SERPINB3	5567	858	RRS - hRRS-v2	4477.0	117.0	15103.0	-1.7542309258808537
		ATF3	4958	3944	PRS - hPRS-v2	14979.0	96.0	3365.0	2.1542629025535693
		CBLB	1938	8010	PRS - hPRS-v2	27819.0	103.0	3173.0	3.132151134382898
		ARSA	7320	3370	RRS - hRRS-v2	8873.0	783.0	961.0	3.206813632379497
		RAB3B	5114	8764	RRS - hRRS-v2	405.0	103.0	3228.0	-2.9946467655057933
		PPP6C	5533	5946	RRS - hRRS-v2	3276.0	117.0	2094.0	0.6456739147102002
		CDK2	3469	4920	PRS - hPRS-v2	7856.0	137.0	4100.0	0.9381710199218846
		LAMP2	3743	3683	RRS - hRRS-v2	110.0	124.0	103.0	-0.1728365968622156
		HCLS1	5855	1683	RRS - hRRS-v2	2094.0	117.0	3392.0	-0.6958747276323907
		PDGFRA	9079	4284	RRS - hRRS-v2	570.0	96.0	666.0	-0.22456025801915808
		NONO	3890	2492	RRS - hRRS-v2	2465.0	103.0	9566.0	-1.9563281447210317
		ETF1	6150	248	RRS - hRRS-v2	165.0	82.0	144.0	0.19639721280350333
			427	5271	RRS - hRRS-v2	1799.0	103.0	2527.0	-0.4902304776932929
			617	4447	RRS - hRRS-v2	2973.0	110.0	1524.0	0.9640565604143224
		LCP2	1108	8327	PRS - hPRS-v2	698957.0	103.0	17150.0	5.348923221879757
		CD81	3621	7941	RRS - hRRS-v2	1119.0	110.0	4663.0	-2.0590483933635007
		CD151	6007	2388	RRS - hRRS-v2	4113.0	103.0	6387.0	-0.6349473786730679
		CANX	3789	8763	RRS - hRRS-v2	137.0	89.0	124.0	0.14383577257365138
		NR3C1	7587	8199	PRS - hPRS-v2	17651.0	137.0	17438.0	0.017515336328297618
		HLA-DMB	2556	4956	RRS - hRRS-v2	817.0	117.0	275.0	1.5709044597336614
		PEX19	3171	645	PRS - hPRS-v2	822579.0	117.0	28279.0	4.862351231397172
		FABP4	5627	5598	RRS - hRRS-v2	199.0	103.0	385.0	-0.952090015038615
		CEBPG	2410	4345	PRS - hPRS-v2	858.0	110.0	968.0	-0.17402939977504894
			2737	4849	RRS - hRRS-v2	96.0	89.0	233.0	-1.2792236439331242
		LSM3	5664	6601	PRS - hPRS-v2	1634.0	103.0	446.0	1.8732923682253788
		PSMD4	3169	7058	PRS - hPRS-v2	12170.0	117.0	460.0	4.725551496656715
		BAD	3706	5989	PRS - hPRS-v2	2093079.0	117.0	15295.0	7.096422847772441
		MAD2L1	4707	6811	PRS - hPRS-v2	6442.0	172.0	275.0	4.550005136970793
		OSM	7135	7100	RRS - hRRS-v2	3104.0	158.0	501.0	2.6312460489919194
		NCBP1	7450	2754	PRS - hPRS-v2	163420.0	96.0	4107.0	5.314355799595681
		APOD	4506	8366	RRS - hRRS-v2	179.0	117.0	2664.0	-3.895562589807006
		CA2	614	8703	RRS - hRRS-v2	3118.0	110.0	8461.0	-1.440207256560348
		EMD	3535	5887	RRS - hRRS-v2	51646.0	144.0	36559.0	0.49843000737076987
		GALK1	3414	4722	RRS - hRRS-v2	5027.0	110.0	16208.0	-1.688936485105771
		BTC	6192	647	RRS - hRRS-v2	501.0	179.0	261.0	0.9407607966253239
		HIF1A	6151	3774	PRS - hPRS-v2	4374.0	151.0	405.0	3.4329594072761065
		JUNB	4265	9618	PRS - hPRS-v2	321244.0	130.0	3784.0	6.407613609875272
		MNAT1	1816	4519	RRS - hRRS-v2	2850.0	103.0	1524.0	0.9030990164461443
		FIGF	8353	10233	RRS - hRRS-v2	261.0	76.0	439.0	-0.7501711329654738
		SLC6A1	2003	6773	RRS - hRRS-v2	316039.0	110.0	24844.0	3.6691332235406633
		RCC1	5290	231	PRS - hPRS-v2	16167.0	117.0	3880.0	2.0589234350364127
		PDHB	3174	7186	RRS - hRRS-v2	4910.0	144.0	2651.0	0.8891863543347965
		GPD2	8181	6783	RRS - hRRS-v2	1174.0	103.0	645.0	0.8640613427994357
			4536	3726	PRS - hPRS-v2	52278.0	89.0	7396.0	2.8213868191348683
		GCDH	7938	9994	RRS - hRRS-v2	865.0	103.0	5810.0	-2.747766125767804
		FABP7	2673	4056	RRS - hRRS-v2	515.0	117.0	508.0	0.019743935298414842
		ITPK1	644	1149	RRS - hRRS-v2	24411.0	103.0	21168.0	0.20564642980280076
		FEN1	3978	3156	PRS - hPRS-v2	17026.0	110.0	2143.0	2.9900357804184803
		FANCA	8795	3568	PRS - hPRS-v2	10741.0	103.0	330.0	5.024518481520859
		RCC1	5290	9706	RRS - hRRS-v2	1538.0	117.0	5240.0	-1.7685113084629862
		PSMD5	7647	1228	RRS - hRRS-v2	165.0	89.0	2026.0	-3.618096244555322
		BAK1	3801	5989	PRS - hPRS-v2	66558.0	137.0	797.0	6.3838885481751095
			10247	2022	RRS - hRRS-v2	927.0	117.0	179.0	2.3726097513612743
		PROS1	210	5174	RRS - hRRS-v2	2369.0	124.0	378.0	2.6478200590191587
		NF2	3697	3769	PRS - hPRS-v2	27262.0	343.0	5714.0	2.2543184639051335
		XIAP	10062	1050	PRS - hPRS-v2	494.0	89.0	357.0	0.46858696755557794
			3903	2370	PRS - hPRS-v2	362247.0	165.0	3564.0	6.667332594862603
		ARF1	2439	3971	PRS - hPRS-v2	23765.0	130.0	4876.0	2.285068370569486
		SCARB1	6035	7182	RRS - hRRS-v2	1332.0	117.0	906.0	0.556011127025027
		FAS	2622	5664	RRS - hRRS-v2	89.0	96.0	158.0	-0.8280473172107051
		NKX2-5	8362	9594	RRS - hRRS-v2	556.0	103.0	2101.0	-1.9179193739495386
			4536	1915	RRS - hRRS-v2	56533.0	124.0	12959.0	2.125138862719828
			6285	4865	PRS - hPRS-v2	103.0	76.0	151.0	-0.5519042121418605
		SMAD1	3782	4687	PRS - hPRS-v2	4127.0	158.0	1696.0	1.2829572684438355
		ORC2	2403	2391	PRS - hPRS-v2	295.0	82.0	439.0	-0.5735059852861546
		GRB2	8010	6612	PRS - hPRS-v2	9154.0	96.0	3564.0	1.3609049550787398
		DLX4	174	472	RRS - hRRS-v2	8921.0	103.0	4113.0	1.1170143663541883
			3903	8208	PRS - hPRS-v2	1737.0	89.0	3385.0	-0.9625580797519664
		XIAP	10062	4596	PRS - hPRS-v2	8626.0	117.0	906.0	3.2511087606882656
		PMCH	1160	1177	RRS - hRRS-v2	536.0	89.0	165.0	1.6997669762119567
		NDP	9314	7272	RRS - hRRS-v2	233.0	110.0	227.0	0.03763765736336523
		GPR18	2826	6535	RRS - hRRS-v2	151.0	117.0	179.0	-0.24541103793917743
			3409	3375	RRS - hRRS-v2	15233.0	130.0	7060.0	1.1094600067884233
		CKB	3341	8297	RRS - hRRS-v2	117023.0	103.0	50780.0	1.204459808555842
		COPB1	1909	7666	RRS - hRRS-v2	618.0	76.0	2465.0	-1.9959089033608992
		RHOC	5220	7536	RRS - hRRS-v2	247.0	76.0	886.0	-1.8427956569703405
		PEX19	3171	798	PRS - hPRS-v2	186301.0	89.0	19684.0	3.242540091500173
			5810	97	PRS - hPRS-v2	5727.0	137.0	467.0	3.616285148415432
		PEX19	3171	3837	PRS - hPRS-v2	1336782.0	130.0	30567.0	5.450645436496164
			4232	3971	PRS - hPRS-v2	714.0	124.0	268.0	1.413691073571327
		CASP2	3197	510	PRS - hPRS-v2	13062.0	130.0	7829.0	0.7384758647379654
		PDE4D	2331	2446	PRS - hPRS-v2	3035.0	103.0	1030.0	1.5590521790724636
			6024	3291	PRS - hPRS-v2	27145.0	69.0	3276.0	3.0506792217756376
		ERBB3	8886	1444	RRS - hRRS-v2	9979.0	110.0	6702.0	0.5743035631559207
		NFIB	2723	9750	RRS - hRRS-v2	3131.0	130.0	941.0	1.7343568804101333
		CANX	3789	9931	RRS - hRRS-v2	103.0	89.0	172.0	-0.7397642275188797
		NAT2	7722	2692	RRS - hRRS-v2	9312.0	96.0	9525.0	-0.032628034359762824
		MOBP	8668	3828	RRS - hRRS-v2	309.0	96.0	302.0	0.033058288579295665
		TP53	3774	3129	PRS - hPRS-v2	119976.0	124.0	24583.0	2.2870129463138253
		HIST1H1C	4080	3926	RRS - hRRS-v2	2259.0	82.0	19217.0	-3.0886269561609723
		BMP5	8330	5222	RRS - hRRS-v2	309.0	89.0	240.0	0.3645724322958561
		RBM3	2694	4782	RRS - hRRS-v2	1270.0	117.0	1930.0	-0.6037723504959146
			4536	19	PRS - hPRS-v2	257860.0	117.0	25771.0	3.3227675706607367
		RXRB	3425	5588	RRS - hRRS-v2	96.0	103.0	1813.0	-4.2392007090230015
		FANCA	8795	7699	PRS - hPRS-v2	5398.0	124.0	659.0	3.0340746064588
			10082	7886	RRS - hRRS-v2	1373.0	89.0	2067.0	-0.590206763278347
		CD34	2676	8189	RRS - hRRS-v2	275.0	137.0	82.0	1.005255725451495
		CNN1	1395	5929	RRS - hRRS-v2	1710.0	82.0	10507.0	-2.6192825739050325
		MAOB	1279	6173	RRS - hRRS-v2	192.0	96.0	886.0	-2.2062003878338623
		SMAD4	4687	4735	PRS - hPRS-v2	12176.0	103.0	6290.0	0.952908341736894
		DR1	4168	6867	PRS - hPRS-v2	891892.0	130.0	1627.0	9.098510962253265
		LUM	5545	9673	RRS - hRRS-v2	96.0	130.0	165.0	-0.7813597135246597
		INPP1	469	88	RRS - hRRS-v2	769.0	103.0	2115.0	-1.4596021600454854
		RIPK2	4886	2450	PRS - hPRS-v2	36051.0	213.0	2506.0	3.846580958418558
		DEFA3	8286	8768	RRS - hRRS-v2	309.0	96.0	357.0	-0.20831723612472508
		PSMD5	7647	9395	RRS - hRRS-v2	12616.0	89.0	3626.0	1.7988037350463522
		AKT1	5348	9307	PRS - hPRS-v2	158362.0	96.0	16731.0	3.242630610888208
		ERBB3	8886	8921	PRS - hPRS-v2	680.0	69.0	2857.0	-2.0708943847986703
		ACVR1	9802	4568	RRS - hRRS-v2	110.0	96.0	110.0	0.0
		PPP3CA	8407	8316	PRS - hPRS-v2	179.0	89.0	1799.0	-3.329163693987226
		ATP5O	6684	8186	RRS - hRRS-v2	639.0	110.0	247.0	1.3713048893623168
		PEX14	4964	3171	PRS - hPRS-v2	2095430.0	185.0	26967.0	6.279907482442759
		PSMD12	7772	5546	RRS - hRRS-v2	1064.0	82.0	1655.0	-0.6373330661933904
		CLPTM1	4367	5892	RRS - hRRS-v2	2040.0	137.0	927.0	1.1379279082333271
		RFX3	6060	8604	RRS - hRRS-v2	343.0	117.0	6613.0	-4.269024420063719
		COPB1	1909	1235	RRS - hRRS-v2	25737.0	117.0	3688.0	2.802933336604069
			4527	8732	RRS - hRRS-v2	1408.0	96.0	10411.0	-2.8863894103133263
		GADD45A	6876	3156	PRS - hPRS-v2	2884.0	110.0	687.0	2.0696891604227226
		ITPA	6905	7773	RRS - hRRS-v2	4622.0	158.0	1099.0	2.0723258735183996
		XIAP	10062	280	PRS - hPRS-v2	2424.0	96.0	501.0	2.2745071902777423
		SKP1P1	6671	9477	PRS - hPRS-v2	25070.0	110.0	1312.0	4.256122371103218
		GRB2	8010	7273	PRS - hPRS-v2	433.0	82.0	3646.0	-3.0738756313124096
		NUDT2	4276	4538	RRS - hRRS-v2	5549.0	110.0	1538.0	1.851172299689305
		GP1BA	8325	3422	RRS - hRRS-v2	62.0	89.0	89.0	-0.5215371205795225
		HBA2	2794	5808	PRS - hPRS-v2	137.0	82.0	577.0	-2.0743954256849557
