gene_symbol_a	clone_id_a	gene_symbol_b	clone_id_b	category	aa_seq_pct_identity	PDI_Jaccard_d	PPI_Jaccard_d	activation_abs_fold_change_log2
ZNF12	ZNF12-1	ZNF829	ZNF829-1	paralogs	31.86206896551724			
ZNF12	ZNF12-1	ZNF415	ZNF415-2	paralogs	36.5819209039548			0.601463173351337
ZNF12	ZNF12-1	ZNF483	ZNF483-1	paralogs	30.011587485515644			
ZNF12	ZNF12-1	ZNF138	ZNF138-2	paralogs	19.63276836158192			
ZNF12	ZNF12-1	ZNF718	ZNF718-1	paralogs	31.96022727272727			
ZFP1	ZFP1-2	ZNF12	ZNF12-1	paralogs	33.047210300429185			
ZNF12	ZNF12-1	ZNF320	ZNF320-1	paralogs	35.58368495077356			0.2087202704830933
ZNF12	ZNF12-1	ZNF23	ZNF23-2	paralogs	44.26229508196721			
HDX	HDX-1	POU5F1	POU5F1-1	paralogs	6.0022650056625135	1.0		2.2190430322081616
OTX2	OTX2-2	PAX5	PAX5-1	paralogs	11.394891944990176	1.0		3.2234650965389773
SALL2	SALL2-3	SALL3	SALL3-1	paralogs	27.27910238429173			0.4923269395516052
ZBTB18	ZBTB18-1	ZNF143	ZNF143-1	paralogs	16.46586345381526	1.0		4.605826455666291
ZNF143	ZNF143-1	ZNF692	ZNF692-1	paralogs	14.936708860759492	1.0		5.544710358561469
ZNF26	ZNF26-1	ZNF3	ZNF3-1	paralogs	32.29166666666667			
ZNF3	ZNF3-1	ZNF655	ZNF655-2	paralogs	29.01023890784983			
ZNF3	ZNF3-1	ZNF460	ZNF460-1	paralogs	33.223684210526315			
ZNF3	ZNF3-1	ZNF607	ZNF607-1	paralogs	27.00534759358289			
ZNF3	ZNF3-1	ZNF544	ZNF544-1	paralogs	28.974358974358974			
ZNF254	ZNF254-1	ZNF3	ZNF3-1	paralogs	29.745042492917843			
ZNF250	ZNF250-1	ZNF3	ZNF3-1	paralogs	38.19095477386934			
ZIM2	ZIM2-1	ZNF3	ZNF3-1	paralogs	24.306688417618272			
ZNF3	ZNF3-1	ZNF696	ZNF696-1	paralogs	36.54266958424508			
ZNF3	ZNF3-1	ZNF829	ZNF829-1	paralogs	41.71779141104295			
ZNF3	ZNF3-1	ZNF415	ZNF415-2	paralogs	34.20621931260229			
ZNF3	ZNF3-1	ZNF483	ZNF483-1	paralogs	29.551451187335093			
ZNF138	ZNF138-2	ZNF3	ZNF3-1	paralogs	31.63716814159292			
ZNF3	ZNF3-1	ZNF718	ZNF718-1	paralogs	35.714285714285715			
ZFP1	ZFP1-2	ZNF3	ZNF3-1	paralogs	41.33611691022965			
ZNF3	ZNF3-1	ZNF320	ZNF320-1	paralogs	36.101083032490976			
ZNF23	ZNF23-2	ZNF3	ZNF3-1	paralogs	32.09366391184573			
ZKSCAN3	ZKSCAN3-2	ZSCAN21	ZSCAN21-1	paralogs	42.5925925925926			0.160775707543608
ZNF24	ZNF24-1	ZSCAN21	ZSCAN21-1	paralogs	36.43892339544513			0.7690014694539336
ZSCAN21	ZSCAN21-1	ZSCAN25	ZSCAN25-1	paralogs	38.46153846153847			0.1165001882726992
ZNF397	ZNF397-2	ZSCAN21	ZSCAN21-1	paralogs	43.58047016274864			1.8752830829044276
ZNF449	ZNF449-1	ZSCAN21	ZSCAN21-1	paralogs	37.2972972972973			
ZSCAN21	ZSCAN21-1	ZSCAN26	ZSCAN26-1	paralogs	38.715953307393			0.0575518675352011
ZNF232	ZNF232-1	ZSCAN21	ZSCAN21-1	paralogs	39.26499032882012			
ZNF23	ZNF23-2	ZNF26	ZNF26-1	paralogs	36.19186046511628			1.6914483505309
ZNF23	ZNF23-2	ZNF655	ZNF655-2	paralogs	25.135135135135133			
ZNF23	ZNF23-2	ZNF460	ZNF460-1	paralogs	34.47293447293448			
ZNF23	ZNF23-2	ZNF607	ZNF607-1	paralogs	43.31550802139038			1.8390528450826245
ZNF23	ZNF23-2	ZNF544	ZNF544-1	paralogs	40.31413612565445			1.09049066388792
ZNF23	ZNF23-2	ZNF254	ZNF254-1	paralogs	42.40687679083094			
ZNF23	ZNF23-2	ZNF250	ZNF250-1	paralogs	43.27062228654125			
ZIM2	ZIM2-1	ZNF23	ZNF23-2	paralogs	17.386231038506416			
ZNF23	ZNF23-2	ZNF696	ZNF696-1	paralogs	21.262002743484228			
ZNF23	ZNF23-2	ZNF829	ZNF829-1	paralogs	32.6271186440678			
ZNF23	ZNF23-2	ZNF415	ZNF415-2	paralogs	38.142857142857146			1.0492515167658467
ZNF23	ZNF23-2	ZNF483	ZNF483-1	paralogs	29.965156794425084			
ZNF138	ZNF138-2	ZNF23	ZNF23-2	paralogs	18.695652173913043			
ZNF23	ZNF23-2	ZNF718	ZNF718-1	paralogs	32.61494252873563			
ZFP1	ZFP1-2	ZNF23	ZNF23-2	paralogs	29.57540263543192			
ZNF23	ZNF23-2	ZNF320	ZNF320-1	paralogs	37.17201166180758			0.6565086138976031
ZNF180	ZNF180-2	ZNF596	ZNF596-1	paralogs	35.338345864661655			1.877785496266852
ZNF180	ZNF180-2	ZNF669	ZNF669-1	paralogs	22.159887798036465			
ZNF169	ZNF169-3	ZNF180	ZNF180-2	paralogs	33.88429752066116			
ZNF124	ZNF124-1	ZNF180	ZNF180-2	paralogs	23.982558139534884			
ZNF180	ZNF180-2	ZNF778	ZNF778-1	paralogs	34.15233415233415			2.0746483633357227
ZNF180	ZNF180-2	ZNF559	ZNF559-1	paralogs	35.5359765051395			
ZNF180	ZNF180-2	ZNF69	ZNF69-2	paralogs	38.22674418604651			0.6537837288062235
ZNF177	ZNF177-1	ZNF180	ZNF180-2	paralogs	34.42136498516321			
ZKSCAN3	ZKSCAN3-2	ZNF232	ZNF232-1	paralogs	33.05084745762712			
ZNF232	ZNF232-1	ZNF24	ZNF24-1	paralogs	37.8021978021978			
ZNF232	ZNF232-1	ZSCAN25	ZSCAN25-1	paralogs	29.98324958123953			
ZNF232	ZNF232-1	ZNF397	ZNF397-2	paralogs	39.26056338028169			
ZNF232	ZNF232-1	ZNF449	ZNF449-1	paralogs	29.56081081081081			
ZNF232	ZNF232-1	ZSCAN26	ZSCAN26-1	paralogs	34.93530499075786			
E4F1	E4F1-1	ZNF418	ZNF418-1	paralogs	17.494824016563147			7.6368841793702416
E4F1	E4F1-1	ZNF772	ZNF772-4	paralogs	17.32186732186732			
E4F1	E4F1-1	ZNF548	ZNF548-1	paralogs	17.741935483870968			7.408802766115504
E4F1	E4F1-1	ZNF79	ZNF79-1	paralogs	17.473435655253837			4.803162995738802
ZBTB48	ZBTB48-1	ZNF747	ZNF747-1	paralogs	12.534435261707989			0.8902363533939017
ZNF688	ZNF688-2	ZNF747	ZNF747-1	paralogs	43.02670623145401			
ZNF596	ZNF596-1	ZNF778	ZNF778-1	paralogs	32.23249669749009			3.952433859602575
ZNF669	ZNF669-1	ZNF778	ZNF778-1	paralogs	24.0979381443299			
ZNF169	ZNF169-3	ZNF778	ZNF778-1	paralogs	29.97512437810945			3.6049939428516335
ZNF124	ZNF124-1	ZNF778	ZNF778-1	paralogs	26.81638044914135			3.6224463463711736
ZNF559	ZNF559-1	ZNF778	ZNF778-1	paralogs	36.3040629095675			
ZNF69	ZNF69-2	ZNF778	ZNF778-1	paralogs	35.714285714285715			1.4208646345294993
ZNF177	ZNF177-1	ZNF778	ZNF778-1	paralogs	33.551769331585845			3.5455103106567543
ZNF212	ZNF212-1	ZNF662	ZNF662-2	paralogs	19.96615905245347			
ARNT2	ARNT2-1	NPAS2	NPAS2-1	paralogs	19.93801652892562		0.9230769230769231	4.40876982971032
ZNF26	ZNF26-1	ZNF415	ZNF415-2	paralogs	39.07849829351536			0.6421968337650534
ZNF415	ZNF415-2	ZNF655	ZNF655-2	paralogs	30.4421768707483			0.5261900533154696
ZNF415	ZNF415-2	ZNF460	ZNF460-1	paralogs	37.138263665594856			
ZNF415	ZNF415-2	ZNF607	ZNF607-1	paralogs	34.65211459754434			0.7898013283167777
ZNF415	ZNF415-2	ZNF544	ZNF544-1	paralogs	37.37931034482759			0.0412391471220732
ZNF254	ZNF254-1	ZNF415	ZNF415-2	paralogs	38.70014771048744			
ZNF250	ZNF250-1	ZNF415	ZNF415-2	paralogs	40.99173553719008			1.766255703669073
ZIM2	ZIM2-1	ZNF415	ZNF415-2	paralogs	17.63157894736842			
ZNF415	ZNF415-2	ZNF696	ZNF696-1	paralogs	28.063943161634104			
ZNF415	ZNF415-2	ZNF829	ZNF829-1	paralogs	36.16298811544992			
ZNF415	ZNF415-2	ZNF483	ZNF483-1	paralogs	31.953428201811125			0.6674949778744225
ZNF138	ZNF138-2	ZNF415	ZNF415-2	paralogs	26.194690265486724			0.55423835226078
ZNF415	ZNF415-2	ZNF718	ZNF718-1	paralogs	42.67857142857142			
ZFP1	ZFP1-2	ZNF415	ZNF415-2	paralogs	31.399317406143343			0.842489305358935
ZNF320	ZNF320-1	ZNF415	ZNF415-2	paralogs	48.23321554770318			0.3927429028682436
ZBTB18	ZBTB18-1	ZNF692	ZNF692-1	paralogs	16.332378223495702			0.9388839028951788
OVOL1	OVOL1-1	ZNF131	ZNF131-2	paralogs	10.88957055214724			6.010928908568857
ZKSCAN3	ZKSCAN3-2	ZNF24	ZNF24-1	paralogs	32.730560578661844			0.9297771769975416
ZNF24	ZNF24-1	ZSCAN25	ZSCAN25-1	paralogs	28.291814946619212			0.6525012811812343
ZNF24	ZNF24-1	ZNF397	ZNF397-2	paralogs	33.209647495361786		0.5	
ZNF24	ZNF24-1	ZNF449	ZNF449-1	paralogs	27.51798561151079			
ZNF24	ZNF24-1	ZSCAN26	ZSCAN26-1	paralogs	30.76923076923077			0.8265533369891347
ZNF596	ZNF596-1	ZNF669	ZNF669-1	paralogs	34.74088291746641			
ZNF169	ZNF169-3	ZNF596	ZNF596-1	paralogs	32.74193548387097			0.3474399167509404
ZNF124	ZNF124-1	ZNF596	ZNF596-1	paralogs	34.30799220272904			0.3299875132314012
ZNF559	ZNF559-1	ZNF596	ZNF596-1	paralogs	37.54325259515571			
ZNF596	ZNF596-1	ZNF69	ZNF69-2	paralogs	40.480274442538594			2.5315692250730755
ZNF177	ZNF177-1	ZNF596	ZNF596-1	paralogs	41.50579150579151			0.4069235489458206
ESRRA	ESRRA-1	ESRRG	ESRRG-1	paralogs	52.9045643153527	0.6666666666666667	0.4375	0.7228192263582122
ZNF26	ZNF26-1	ZNF483	ZNF483-1	paralogs	30.22636484687084			1.309691811639476
ZNF483	ZNF483-1	ZNF655	ZNF655-2	paralogs	23.08690012970169			
ZNF460	ZNF460-1	ZNF483	ZNF483-1	paralogs	25.849514563106798			
ZNF483	ZNF483-1	ZNF607	ZNF607-1	paralogs	28.000000000000004			1.4572963061912003
ZNF483	ZNF483-1	ZNF544	ZNF544-1	paralogs	29.09090909090909			0.7087341249964957
ZNF254	ZNF254-1	ZNF483	ZNF483-1	paralogs	32.32077764277035			
ZNF250	ZNF250-1	ZNF483	ZNF483-1	paralogs	32.22079589216945			
ZIM2	ZIM2-1	ZNF483	ZNF483-1	paralogs	21.638924455825865			
ZNF483	ZNF483-1	ZNF696	ZNF696-1	paralogs	20.871862615587848			
ZNF483	ZNF483-1	ZNF829	ZNF829-1	paralogs	27.90387182910548			
ZNF138	ZNF138-2	ZNF483	ZNF483-1	paralogs	19.066666666666663			
ZNF483	ZNF483-1	ZNF718	ZNF718-1	paralogs	29.427430093209058			
ZFP1	ZFP1-2	ZNF483	ZNF483-1	paralogs	25.26881720430108			
ZNF320	ZNF320-1	ZNF483	ZNF483-1	paralogs	30.250990752972257			0.2747520750061788
ZKSCAN3	ZKSCAN3-2	ZNF449	ZNF449-1	paralogs	35.47297297297297			
ZNF449	ZNF449-1	ZSCAN25	ZSCAN25-1	paralogs	36.0			
ZNF397	ZNF397-2	ZNF449	ZNF449-1	paralogs	32.78955954323002			
ZNF449	ZNF449-1	ZSCAN26	ZSCAN26-1	paralogs	35.31531531531532			
ZNF169	ZNF169-3	ZNF669	ZNF669-1	paralogs	26.229508196721312			
ZNF124	ZNF124-1	ZNF169	ZNF169-3	paralogs	26.21359223300971			
ZNF169	ZNF169-3	ZNF559	ZNF559-1	paralogs	34.75409836065574			
ZNF169	ZNF169-3	ZNF69	ZNF69-2	paralogs	33.12883435582822			2.184129308322135
ZNF169	ZNF169-3	ZNF177	ZNF177-1	paralogs	30.57851239669421			
ETV4	ETV4-1	SPIB	SPIB-2	paralogs	15.520628683693516			0.1121950667545581
PBX1	PBX1-1	TGIF1	TGIF1-3	paralogs	13.524590163934429			1.8347776154518616
ZNF223	ZNF223-1	ZNF784	ZNF784-1	paralogs	19.3158953722334			
ZNF223	ZNF223-1	ZNF34	ZNF34-4	paralogs	36.72727272727273			
ZNF223	ZNF223-1	ZNF707	ZNF707-2	paralogs	29.918032786885245			
ZKSCAN7	ZKSCAN7-1	ZNF223	ZNF223-1	paralogs	24.605263157894736			
ZNF223	ZNF223-1	ZNF398	ZNF398-1	paralogs	21.62162162162162			
ZNF223	ZNF223-1	ZNF467	ZNF467-1	paralogs	23.510971786833856			
ZNF34	ZNF34-4	ZNF784	ZNF784-1	paralogs	14.26256077795786			
ZNF707	ZNF707-2	ZNF784	ZNF784-1	paralogs	17.758985200845668			
ZKSCAN7	ZKSCAN7-1	ZNF784	ZNF784-1	paralogs	11.69305724725944			
ZNF398	ZNF398-1	ZNF784	ZNF784-1	paralogs	15.078236130867708			
ZNF467	ZNF467-1	ZNF784	ZNF784-1	paralogs	16.74347158218126			
ZNF34	ZNF34-4	ZNF707	ZNF707-2	paralogs	30.53016453382084			
ZKSCAN7	ZKSCAN7-1	ZNF707	ZNF707-2	paralogs	18.708827404479575			
ZNF398	ZNF398-1	ZNF707	ZNF707-2	paralogs	20.1848998459168			
ZNF467	ZNF467-1	ZNF707	ZNF707-2	paralogs	18.923076923076923			
ZNF34	ZNF34-4	ZNF467	ZNF467-1	paralogs	25.920471281296027			
ZKSCAN7	ZKSCAN7-1	ZNF467	ZNF467-1	paralogs	22.606689734717417			
ZNF398	ZNF398-1	ZNF467	ZNF467-1	paralogs	20.245398773006134			
ZNF101	ZNF101-1	ZNF433	ZNF433-1	paralogs	34.365781710914455			0.6975036646611413
ZNF26	ZNF26-1	ZNF320	ZNF320-1	paralogs	41.13475177304964			1.034939736633297
ZNF320	ZNF320-1	ZNF655	ZNF655-2	paralogs	31.13879003558719			0.133447150447226
ZNF320	ZNF320-1	ZNF460	ZNF460-1	paralogs	37.81942078364565			
ZNF320	ZNF320-1	ZNF607	ZNF607-1	paralogs	33.42696629213483			1.1825442311850214
ZNF320	ZNF320-1	ZNF544	ZNF544-1	paralogs	32.78463648834019			0.4339820499903168
ZNF254	ZNF254-1	ZNF320	ZNF320-1	paralogs	39.36651583710408			
ZNF250	ZNF250-1	ZNF320	ZNF320-1	paralogs	42.31433506044905			1.3735128008008293
ZIM2	ZIM2-1	ZNF320	ZNF320-1	paralogs	18.88412017167382			
ZNF320	ZNF320-1	ZNF696	ZNF696-1	paralogs	30.18867924528302			
ZNF320	ZNF320-1	ZNF829	ZNF829-1	paralogs	38.059701492537314			
ZNF138	ZNF138-2	ZNF320	ZNF320-1	paralogs	27.23880597014925			0.1614954493925363
ZNF320	ZNF320-1	ZNF718	ZNF718-1	paralogs	42.50474383301708			
ZFP1	ZFP1-2	ZNF320	ZNF320-1	paralogs	33.70786516853933			0.4497464024906913
ZFP1	ZFP1-2	ZNF26	ZNF26-1	paralogs	34.67889908256881			1.4846861391239885
ZFP1	ZFP1-2	ZNF655	ZNF655-2	paralogs	27.92452830188679			
ZFP1	ZFP1-2	ZNF460	ZNF460-1	paralogs	31.282952548330407			
ZFP1	ZFP1-2	ZNF607	ZNF607-1	paralogs	27.19546742209632			1.6322906336757126
ZFP1	ZFP1-2	ZNF544	ZNF544-1	paralogs	27.85515320334262			0.8837284524810082
ZFP1	ZFP1-2	ZNF254	ZNF254-1	paralogs	28.83156297420334			
ZFP1	ZFP1-2	ZNF250	ZNF250-1	paralogs	35.4954954954955			
ZFP1	ZFP1-2	ZIM2	ZIM2-1	paralogs	21.97986577181208			
ZFP1	ZFP1-2	ZNF696	ZNF696-1	paralogs	29.957805907173			
ZFP1	ZFP1-2	ZNF829	ZNF829-1	paralogs	40.87912087912088			
ZFP1	ZFP1-2	ZNF138	ZNF138-2	paralogs	31.55339805825243			
ZFP1	ZFP1-2	ZNF718	ZNF718-1	paralogs	33.398058252427184			
NR2F2	NR2F2-1	RXRA	RXRA-1	paralogs	35.578947368421055			
NR2F2	NR2F2-1	RXRB	RXRB-1	paralogs	29.059829059829063			
ZNF26	ZNF26-1	ZNF696	ZNF696-1	paralogs	25.174825174825177			
ZNF655	ZNF655-2	ZNF696	ZNF696-1	paralogs	24.31906614785992			
ZNF460	ZNF460-1	ZNF696	ZNF696-1	paralogs	29.545454545454547			
ZNF607	ZNF607-1	ZNF696	ZNF696-1	paralogs	18.289473684210527			
ZNF544	ZNF544-1	ZNF696	ZNF696-1	paralogs	19.893899204244036			
ZNF254	ZNF254-1	ZNF696	ZNF696-1	paralogs	20.29972752043597			
ZNF250	ZNF250-1	ZNF696	ZNF696-1	paralogs	28.08219178082192			
ZNF696	ZNF696-1	ZNF829	ZNF829-1	paralogs	33.557046979865774			
ZNF138	ZNF138-2	ZNF696	ZNF696-1	paralogs	21.11111111111111			
ZNF696	ZNF696-1	ZNF718	ZNF718-1	paralogs	30.02028397565923			
ZIM2	ZIM2-1	ZNF696	ZNF696-1	paralogs	16.857610474631752			
ZNF26	ZNF26-1	ZNF829	ZNF829-1	paralogs	37.54512635379061			
ZNF655	ZNF655-2	ZNF829	ZNF829-1	paralogs	29.684601113172544			
ZNF460	ZNF460-1	ZNF829	ZNF829-1	paralogs	34.923339011925044			
ZNF607	ZNF607-1	ZNF829	ZNF829-1	paralogs	31.59340659340659			
ZNF544	ZNF544-1	ZNF829	ZNF829-1	paralogs	30.570652173913043			
ZNF254	ZNF254-1	ZNF829	ZNF829-1	paralogs	32.21574344023323			
ZNF250	ZNF250-1	ZNF829	ZNF829-1	paralogs	39.0625			
ZIM2	ZIM2-1	ZNF829	ZNF829-1	paralogs	21.9435736677116			
ZNF138	ZNF138-2	ZNF829	ZNF829-1	paralogs	33.70786516853933			
ZNF718	ZNF718-1	ZNF829	ZNF829-1	paralogs	40.8203125			
RXRA	RXRA-1	RXRB	RXRB-1	paralogs	60.86956521739131			
ZKSCAN3	ZKSCAN3-2	ZNF397	ZNF397-2	paralogs	41.48397976391231			2.036058790448035
ZNF397	ZNF397-2	ZSCAN25	ZSCAN25-1	paralogs	31.31955484896661			1.758782894631728
ZNF397	ZNF397-2	ZSCAN26	ZSCAN26-1	paralogs	43.533697632058285			1.9328349504396285
TEAD1	TEAD1-5	TEAD4	TEAD4-2	paralogs	73.30316742081448			
ZNF124	ZNF124-1	ZNF669	ZNF669-1	paralogs	47.08860759493671			
ZNF559	ZNF559-1	ZNF669	ZNF669-1	paralogs	35.05535055350554			
ZNF669	ZNF669-1	ZNF69	ZNF69-2	paralogs	35.24305555555556			
ZNF177	ZNF177-1	ZNF669	ZNF669-1	paralogs	35.785288270377734			
ZNF124	ZNF124-1	ZNF559	ZNF559-1	paralogs	33.95176252319109			
ZNF559	ZNF559-1	ZNF69	ZNF69-2	paralogs	38.42281879194631			
ZNF177	ZNF177-1	ZNF559	ZNF559-1	paralogs	38.71527777777778			
ZNF124	ZNF124-1	ZNF177	ZNF177-1	paralogs	38.065843621399175			
ZNF177	ZNF177-1	ZNF69	ZNF69-2	paralogs	38.71527777777778			2.1246456761272547
ZNF418	ZNF418-1	ZNF548	ZNF548-1	paralogs	40.57553956834533			0.2280814132547377
ZNF548	ZNF548-1	ZNF772	ZNF772-4	paralogs	41.54929577464789			
ZNF548	ZNF548-1	ZNF79	ZNF79-1	paralogs	36.272878535773714			2.605639770376702
ZKSCAN3	ZKSCAN3-2	ZSCAN25	ZSCAN25-1	paralogs	36.87821612349914			0.2772758958163073
ZKSCAN3	ZKSCAN3-2	ZSCAN26	ZSCAN26-1	paralogs	38.859180035650624			0.1032238400084069
ZNF250	ZNF250-1	ZNF26	ZNF26-1	paralogs	44.661921708185055			2.408452537434126
ZNF250	ZNF250-1	ZNF655	ZNF655-2	paralogs	28.805237315875612			
ZNF250	ZNF250-1	ZNF460	ZNF460-1	paralogs	38.42443729903537			
ZNF250	ZNF250-1	ZNF607	ZNF607-1	paralogs	36.54891304347826			2.5560570319858504
ZNF250	ZNF250-1	ZNF544	ZNF544-1	paralogs	39.6978021978022			1.807494850791146
ZNF250	ZNF250-1	ZNF254	ZNF254-1	paralogs	40.68554396423249			
ZIM2	ZIM2-1	ZNF250	ZNF250-1	paralogs	20.9366391184573			
ZNF138	ZNF138-2	ZNF250	ZNF250-1	paralogs	26.371681415929203			
ZNF250	ZNF250-1	ZNF718	ZNF718-1	paralogs	39.928698752228165			
ZNF418	ZNF418-1	ZNF79	ZNF79-1	paralogs	32.91492329149233			2.83372118363144
ZNF772	ZNF772-4	ZNF79	ZNF79-1	paralogs	36.33093525179856			
ZKSCAN7	ZKSCAN7-1	ZNF34	ZNF34-4	paralogs	31.83520599250936			1.3377734751075177
ZKSCAN7	ZKSCAN7-1	ZNF398	ZNF398-1	paralogs	23.250296559905102			
ZNF34	ZNF34-4	ZNF398	ZNF398-1	paralogs	23.52941176470588			
ZNF124	ZNF124-1	ZNF69	ZNF69-2	paralogs	35.86572438162544			2.2015817118416745
ZNF418	ZNF418-1	ZNF772	ZNF772-4	paralogs	34.47782546494993			
ZNF138	ZNF138-2	ZNF26	ZNF26-1	paralogs	24.16974169741697			1.1964351860258335
ZNF138	ZNF138-2	ZNF655	ZNF655-2	paralogs	23.818897637795278			
ZNF138	ZNF138-2	ZNF460	ZNF460-1	paralogs	21.72413793103448			
ZNF138	ZNF138-2	ZNF607	ZNF607-1	paralogs	19.77715877437326			1.3440396805775578
ZNF138	ZNF138-2	ZNF544	ZNF544-1	paralogs	20.1949860724234			0.5954774993828532
ZNF138	ZNF138-2	ZNF254	ZNF254-1	paralogs	33.78787878787879			
ZIM2	ZIM2-1	ZNF138	ZNF138-2	paralogs	20.58287795992714			
ZNF138	ZNF138-2	ZNF718	ZNF718-1	paralogs	42.82744282744283			
ZSCAN25	ZSCAN25-1	ZSCAN26	ZSCAN26-1	paralogs	32.209106239460375			0.1740520558079004
ZNF26	ZNF26-1	ZNF655	ZNF655-2	paralogs	27.33333333333333			1.1683868870805232
ZNF460	ZNF460-1	ZNF655	ZNF655-2	paralogs	25.908372827804104			
ZNF607	ZNF607-1	ZNF655	ZNF655-2	paralogs	21.83288409703504			1.3159913816322475
ZNF544	ZNF544-1	ZNF655	ZNF655-2	paralogs	22.774869109947645			0.5674292004375429
ZNF254	ZNF254-1	ZNF655	ZNF655-2	paralogs	26.551226551226552			
ZIM2	ZIM2-1	ZNF655	ZNF655-2	paralogs	18.16793893129771			
ZNF655	ZNF655-2	ZNF718	ZNF718-1	paralogs	33.07543520309478			
ZNF26	ZNF26-1	ZNF460	ZNF460-1	paralogs	34.71760797342193			
ZNF460	ZNF460-1	ZNF607	ZNF607-1	paralogs	34.21787709497207			
ZNF460	ZNF460-1	ZNF544	ZNF544-1	paralogs	30.798479087452478			
ZNF254	ZNF254-1	ZNF460	ZNF460-1	paralogs	37.278106508875744			
ZIM2	ZIM2-1	ZNF460	ZNF460-1	paralogs	18.543046357615893			
ZNF460	ZNF460-1	ZNF718	ZNF718-1	paralogs	35.148514851485146			
ZNF26	ZNF26-1	ZNF544	ZNF544-1	paralogs	37.13892709766162			0.6009576866429802
ZNF544	ZNF544-1	ZNF607	ZNF607-1	paralogs	37.22438391699093			0.7485621811947045
ZNF254	ZNF254-1	ZNF544	ZNF544-1	paralogs	38.430851063829785			
ZIM2	ZIM2-1	ZNF544	ZNF544-1	paralogs	17.214043035107586			
ZNF544	ZNF544-1	ZNF718	ZNF718-1	paralogs	32.827586206896555			
ZNF26	ZNF26-1	ZNF607	ZNF607-1	paralogs	33.51800554016621			0.1476044945517243
ZNF254	ZNF254-1	ZNF607	ZNF607-1	paralogs	42.0249653259362			
ZIM2	ZIM2-1	ZNF607	ZNF607-1	paralogs	15.022935779816512			
ZNF607	ZNF607-1	ZNF718	ZNF718-1	paralogs	33.715925394548066			
ZNF254	ZNF254-1	ZNF26	ZNF26-1	paralogs	39.006024096385545			
ZIM2	ZIM2-1	ZNF26	ZNF26-1	paralogs	18.85474860335196			
ZNF26	ZNF26-1	ZNF718	ZNF718-1	paralogs	38.72727272727273			
ZBTB48	ZBTB48-1	ZNF688	ZNF688-2	paralogs	9.746328437917224			0.6061497994006052
ZIM2	ZIM2-1	ZNF254	ZNF254-1	paralogs	16.528925619834713			
ZNF254	ZNF254-1	ZNF718	ZNF718-1	paralogs	48.8619119878604			
ZIM2	ZIM2-1	ZNF718	ZNF718-1	paralogs	19.32650073206442			
ZKSCAN3	ZKSCAN3-2	ZNF692	ZNF692-1	non-paralog-control	16.80911680911681			0.3570510350230758
ZNF263	ZNF263-1	ZNF607	ZNF607-1	non-paralog-control	19.8936170212766			6.657735614245073
POU2F2	POU2F2-4	ZNF24	ZNF24-1	non-paralog-control	9.287925696594428	1.0		4.110306267755641
ZBTB32	ZBTB32-1	ZNF263	ZNF263-1	non-paralog-control	17.555266579973992			4.635010109557006
ZNF263	ZNF263-1	ZNF614	ZNF614-1	non-paralog-control	23.161764705882355			
ZBTB7B	ZBTB7B-2	ZNF263	ZNF263-1	non-paralog-control	19.92287917737789			
ZNF263	ZNF263-1	ZNF415	ZNF415-2	non-paralog-control	26.04828462515883			5.867934285928295
ZKSCAN1	ZKSCAN1-1	ZNF696	ZNF696-1	non-paralog-control	19.75867269984917			
ZNF263	ZNF263-1	ZNF778	ZNF778-1	non-paralog-control	23.703703703703702			1.5704682646031949
DLX4	DLX4-1	ZNF614	ZNF614-1	non-paralog-control	2.845528455284553	1.0		
DLX5	DLX5-1	ZNF410	ZNF410-1	non-paralog-control	7.809847198641766	1.0		2.9639937799774496
DLX1	DLX1-1	ZNF317	ZNF317-1	non-paralog-control	6.637168141592921	1.0		
ETV7	ETV7-1	TEAD3	TEAD3-2	non-paralog-control	15.03006012024048			2.560307675396487
TEAD1	TEAD1-5	ZNF34	ZNF34-4	non-paralog-control	14.173228346456693			
TEAD2	TEAD2-1	ZSCAN25	ZSCAN25-1	non-paralog-control	15.765765765765764			0.9624113620340992
NFIA	NFIA-2	ZNF607	ZNF607-1	non-paralog-control	0.676818950930626			6.435965547704594
NFIC	NFIC-1	ZNF607	ZNF607-1	non-paralog-control	0.5927180355630821			3.907794913347981
PAX7	PAX7-2	ZNF599	ZNF599-1	non-paralog-control	8.181818181818182			1.5875808906567
PAX7	PAX7-2	ZNF410	ZNF410-1	non-paralog-control	7.098381070983812			3.9601506342585
OTX2	OTX2-2	ZNF688	ZNF688-2	non-paralog-control	4.158415841584159			3.448739813900678
PAX4	PAX4-2	ZNF599	ZNF599-1	non-paralog-control	2.280501710376283			
PAX5	PAX5-1	VDR	VDR-2	non-paralog-control	0.6211180124223602	1.0		
ETV7	ETV7-1	TGIF1	TGIF1-3	non-paralog-control	11.778290993071591	1.0		3.626562769665713
ETV4	ETV4-1	ZNF599	ZNF599-1	non-paralog-control	12.685560053981106			2.9094307548965155
ELF5	ELF5-2	THRA	THRA-2	non-paralog-control	1.746031746031746			
ELK3	ELK3-1	PRRX1	PRRX1-2	non-paralog-control	10.151187904967603	1.0		1.001957267550369
ETV6	ETV6-1	RORA	RORA-1	non-paralog-control	16.8			
ELK4	ELK4-1	ZNF613	ZNF613-1	non-paralog-control	0.7850834151128557			0.3256429630027728
ETV7	ETV7-1	PKNOX1	PKNOX1-1	non-paralog-control	6.875000000000001	1.0		
