jound_id_alt	alt_iso	joung_id_ref	ref_iso	msigdb_term	gsea_nes	gsea_qval
TFORF2166-GRHL3	GRHL3-1	TFORF2165-GRHL3	GRHL3-3	Protein Secretion	1.3734994244007328	0.161971143520959
TFORF2166-GRHL3	GRHL3-1	TFORF2165-GRHL3	GRHL3-3	mTORC1 Signaling	1.3611560013974986	0.15868525351920187
TFORF2166-GRHL3	GRHL3-1	TFORF2165-GRHL3	GRHL3-3	heme Metabolism	-1.1919931289260024	0.24644055162131942
TFORF2166-GRHL3	GRHL3-1	TFORF2165-GRHL3	GRHL3-3	TGF-beta Signaling	-1.1878462785706234	0.22687704476746592
TFORF2166-GRHL3	GRHL3-1	TFORF2165-GRHL3	GRHL3-3	Estrogen Response Early	-1.1853395308576526	0.20812523294819232
TFORF2168-GRHL3	GRHL3-4	TFORF2165-GRHL3	GRHL3-3	E2F Targets	1.7702354956615192	0.012495681216169527
TFORF2168-GRHL3	GRHL3-4	TFORF2165-GRHL3	GRHL3-3	Myc Targets V1	1.698797021211355	0.012049406887020615
TFORF2168-GRHL3	GRHL3-4	TFORF2165-GRHL3	GRHL3-3	G2-M Checkpoint	1.569525190659162	0.038379592306806404
TFORF2168-GRHL3	GRHL3-4	TFORF2165-GRHL3	GRHL3-3	Mitotic Spindle	1.3828292115901475	0.21443481515605206
TFORF2167-GRHL3	GRHL3-2	TFORF2165-GRHL3	GRHL3-3	E2F Targets	1.888121353875319	0.0006319115323854661
TFORF2167-GRHL3	GRHL3-2	TFORF2165-GRHL3	GRHL3-3	G2-M Checkpoint	1.5866352990323473	0.027488151658767772
TFORF2167-GRHL3	GRHL3-2	TFORF2165-GRHL3	GRHL3-3	Myc Targets V1	1.4010533785266772	0.09921011058451817
TFORF2167-GRHL3	GRHL3-2	TFORF2165-GRHL3	GRHL3-3	Mitotic Spindle	1.3427769209276097	0.12717219589257503
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Myc Targets V1	-1.7914043855281314	0.0022895270491267087
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Allograft Rejection	-1.585480428221053	0.045790540982534184
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Androgen Response	1.528813248182382	0.09034283949346238
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Pancreas Beta Cells	1.5150409753124372	0.04980438587460105
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Angiogenesis	-1.5012015053545538	0.08929155491594165
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	G2-M Checkpoint	-1.4945928568787525	0.0704029567606463
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	E2F Targets	-1.4442278104196817	0.09593118335840911
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Reactive Oxygen Species Pathway	-1.4342951401137196	0.08929155491594165
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Apoptosis	-1.431377419728316	0.07898868319487146
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Mitotic Spindle	-1.4061537019165307	0.08700202786681495
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Cholesterol Homeostasis	-1.3991742612892109	0.08369493324029859
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Xenobiotic Metabolism	1.377888226169362	0.12277360238855142
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Bile Acid Metabolism	1.3659761752029027	0.10424173787707197
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Spermatogenesis	-1.28685528363072	0.22002354942107674
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	UV Response Dn	1.2566804685826454	0.21759497580562132
TFORF1449-DLX4	DLX4-2	TFORF3021-DLX4	DLX4-1	Epithelial Mesenchymal Transition	1.2373841407963693	0.21311644188201379
TFORF2656-STAT3	STAT3-2	TFORF2657-STAT3	STAT3-1	Cholesterol Homeostasis	1.6216437021135024	0.11938119242134539
TFORF2656-STAT3	STAT3-2	TFORF2657-STAT3	STAT3-1	G2-M Checkpoint	1.3382547348447338	0.24551662486652928
TFORF1328-TFAP2A	TFAP2A-3	TFORF1329-TFAP2A	TFAP2A-2	Myc Targets V1	-2.0319684574968044	0.0
TFORF1328-TFAP2A	TFAP2A-3	TFORF1329-TFAP2A	TFAP2A-2	E2F Targets	-1.6844596724482488	0.008146692184348006
TFORF1328-TFAP2A	TFAP2A-3	TFORF1329-TFAP2A	TFAP2A-2	Epithelial Mesenchymal Transition	1.5700488342996854	0.10842273453549418
TFORF1328-TFAP2A	TFAP2A-3	TFORF1329-TFAP2A	TFAP2A-2	Fatty Acid Metabolism	-1.568116476699245	0.018879635855790614
TFORF1328-TFAP2A	TFAP2A-3	TFORF1329-TFAP2A	TFAP2A-2	mTORC1 Signaling	-1.5181742424909646	0.02560388972223659
TFORF1328-TFAP2A	TFAP2A-3	TFORF1329-TFAP2A	TFAP2A-2	Cholesterol Homeostasis	-1.3602904593998788	0.09046707701856929
TFORF1328-TFAP2A	TFAP2A-3	TFORF1329-TFAP2A	TFAP2A-2	Oxidative Phosphorylation	-1.2723488372313305	0.162028655666477
TFORF1328-TFAP2A	TFAP2A-3	TFORF1329-TFAP2A	TFAP2A-2	Myc Targets V2	-1.2348924431435178	0.18997864495200656
TFORF2932-TFAP2A	TFAP2A-4	TFORF1329-TFAP2A	TFAP2A-2	Myc Targets V1	-1.7651572649597709	0.008993693446668494
TFORF2932-TFAP2A	TFAP2A-4	TFORF1329-TFAP2A	TFAP2A-2	mTORC1 Signaling	-1.6370325077327565	0.03597477378667398
TFORF2932-TFAP2A	TFAP2A-4	TFORF1329-TFAP2A	TFAP2A-2	E2F Targets	-1.5206105241031012	0.09743167900557537
TFORF2932-TFAP2A	TFAP2A-4	TFORF1329-TFAP2A	TFAP2A-2	Oxidative Phosphorylation	-1.4044921199836626	0.2445160405812997
TFORF2932-TFAP2A	TFAP2A-4	TFORF1329-TFAP2A	TFAP2A-2	Wnt-beta Catenin Signaling	-1.3941628998831532	0.21427474636687688
TFORF2932-TFAP2A	TFAP2A-4	TFORF1329-TFAP2A	TFAP2A-2	G2-M Checkpoint	-1.376456045816094	0.21116442738323737
TFORF2932-TFAP2A	TFAP2A-4	TFORF1329-TFAP2A	TFAP2A-2	Adipogenesis	-1.3666292706083096	0.20203689921266008
TFORF2932-TFAP2A	TFAP2A-4	TFORF1329-TFAP2A	TFAP2A-2	PI3K/AKT/mTOR  Signaling	-1.3359446791332272	0.23467918837400603
TFORF2932-TFAP2A	TFAP2A-4	TFORF1329-TFAP2A	TFAP2A-2	Cholesterol Homeostasis	-1.326977628095546	0.22858970843615756
TFORF0571-MEOX1	MEOX1-2	TFORF3278-MEOX1	MEOX1-1	E2F Targets	-1.626136054548385	0.046625766871165646
TFORF0571-MEOX1	MEOX1-2	TFORF3278-MEOX1	MEOX1-1	Cholesterol Homeostasis	1.6026974497261606	0.056373193166885674
TFORF0571-MEOX1	MEOX1-2	TFORF3278-MEOX1	MEOX1-1	UV Response Dn	1.4895601908657363	0.10591327201051247
TFORF0571-MEOX1	MEOX1-2	TFORF3278-MEOX1	MEOX1-1	Myc Targets V2	-1.3208115886474414	0.24969325153374233
TFORF0571-MEOX1	MEOX1-2	TFORF3278-MEOX1	MEOX1-1	G2-M Checkpoint	-1.227529679021004	0.2445807770961145
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	Cholesterol Homeostasis	1.6836745319465074	0.024527760965820405
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	Myc Targets V1	1.663538744387339	0.018395820724365308
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	Apoptosis	1.4710383005391372	0.1107465570880982
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	Mitotic Spindle	1.4440252978267798	0.11399834357977894
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	mTORC1 Signaling	1.3763466852922654	0.1906475965979677
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	Fatty Acid Metabolism	1.3613292467975404	0.1858163709531849
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	Estrogen Response Late	1.350437538290403	0.17647246201382474
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	Myc Targets V2	1.3265902317118048	0.18883588698117415
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	Protein Secretion	1.3136564835908038	0.18618800369509128
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	IL-6/JAK/STAT3 Signaling	1.2824441945488354	0.22019239957952413
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	Pperoxisome	1.2514003084179353	0.24369817050510198
TFORF3229-MAX	MAX-5	TFORF3228-MAX	MAX-1	Unfolded Protein Response	1.2223195291681712	0.2463181813355419
TFORF0049-MAX	MAX-2	TFORF3228-MAX	MAX-1	IL-6/JAK/STAT3 Signaling	1.6168236005306116	0.07643970043901178
TFORF0049-MAX	MAX-2	TFORF3228-MAX	MAX-1	Myc Targets V1	1.5477141149914642	0.08121718171645002
TFORF0049-MAX	MAX-2	TFORF3228-MAX	MAX-1	Cholesterol Homeostasis	1.442264608736181	0.17145849473472782
TFORF0049-MAX	MAX-2	TFORF3228-MAX	MAX-1	UV Response Dn	-1.4338688349527966	0.19233355749831876
TFORF0049-MAX	MAX-2	TFORF3228-MAX	MAX-1	Unfolded Protein Response	-1.4108541904087535	0.12093700963909437
TFORF3327-LHX6	LHX6-4	TFORF0820-LHX6	LHX6-1	Myc Targets V1	1.578536833134923	0.1412566857803691
TFORF3327-LHX6	LHX6-4	TFORF0820-LHX6	LHX6-1	Oxidative Phosphorylation	1.5065925333296153	0.15706162964390688
TFORF3327-LHX6	LHX6-4	TFORF0820-LHX6	LHX6-1	Protein Secretion	1.4895171391338526	0.12479320258918389
TFORF3327-LHX6	LHX6-4	TFORF0820-LHX6	LHX6-1	UV Response Up	1.4628917054647794	0.12545174191683128
TFORF3327-LHX6	LHX6-4	TFORF0820-LHX6	LHX6-1	UV Response Dn	1.3948687134425157	0.2185033489134101
TFORF3327-LHX6	LHX6-4	TFORF0820-LHX6	LHX6-1	Cholesterol Homeostasis	1.388043869254145	0.19575081514319215
TFORF3327-LHX6	LHX6-4	TFORF0820-LHX6	LHX6-1	Notch Signaling	1.3787490067608617	0.18443805026467772
TFORF3327-LHX6	LHX6-4	TFORF0820-LHX6	LHX6-1	mTORC1 Signaling	1.36236325472089	0.1908940876017925
TFORF3327-LHX6	LHX6-4	TFORF0820-LHX6	LHX6-1	DNA Repair	1.3291000429024846	0.23301316543257466
TFORF3327-LHX6	LHX6-4	TFORF0820-LHX6	LHX6-1	G2-M Checkpoint	1.3147158773897305	0.23904977593600923
TFORF3327-LHX6	LHX6-4	TFORF0820-LHX6	LHX6-1	E2F Targets	1.3103949896618645	0.22513064923800719
TFORF0803-ATF2	ATF2-3	TFORF3485-ATF2	ATF2-1	Myc Targets V1	1.8895842246752683	0.004332800330118121
TFORF0803-ATF2	ATF2-3	TFORF3485-ATF2	ATF2-1	Apical Surface	-1.624469347072437	0.057785907947603965
TFORF0803-ATF2	ATF2-3	TFORF3485-ATF2	ATF2-1	Mitotic Spindle	1.4152849783933301	0.22476401712487748
TFORF3216-ATF2	ATF2-5	TFORF3485-ATF2	ATF2-1	Myc Targets V1	1.9780713062135613	0.0022843605905495156
TFORF3216-ATF2	ATF2-5	TFORF3485-ATF2	ATF2-1	UV Response Dn	1.5443409636021708	0.07252844874994713
TFORF3216-ATF2	ATF2-5	TFORF3485-ATF2	ATF2-1	mTORC1 Signaling	1.3860340200780839	0.2196793434578451
TFORF3216-ATF2	ATF2-5	TFORF3485-ATF2	ATF2-1	Mitotic Spindle	1.3431653219251314	0.24528321841025424
TFORF3026-CREB1	CREB1-1	TFORF2364-CREB1	CREB1-2	G2-M Checkpoint	1.5976659532590114	0.10316519972918077
TFORF3026-CREB1	CREB1-1	TFORF2364-CREB1	CREB1-2	Apical Surface	-1.5197781483563169	0.2478003640776699
TFORF3026-CREB1	CREB1-1	TFORF2364-CREB1	CREB1-2	Protein Secretion	-1.4451001204874818	0.2478003640776699
TFORF3026-CREB1	CREB1-1	TFORF2364-CREB1	CREB1-2	Androgen Response	1.4360771797042005	0.22384901828029793
TFORF3026-CREB1	CREB1-1	TFORF2364-CREB1	CREB1-2	Wnt-beta Catenin Signaling	-1.4074190137556144	0.2338061286407767
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	G2-M Checkpoint	1.6471233217039638	0.014138930359181522
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Unfolded Protein Response	1.566546078917039	0.042921752876086766
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	E2F Targets	1.5019168478243436	0.07675419337841398
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Protein Secretion	1.4979393009397532	0.06110037762360587
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Myc Targets V1	1.48540908826368	0.05897953806972864
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Pperoxisome	1.4777719849839246	0.0540309124440151
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	TGF-beta Signaling	1.46186974872497	0.05554579783964169
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	PI3K/AKT/mTOR  Signaling	1.4350836596428242	0.06690743830684114
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	mTORC1 Signaling	1.3939867116172964	0.09773816145116751
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Fatty Acid Metabolism	1.3887396651581734	0.09462984104680777
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Mitotic Spindle	1.3632981293513202	0.11366231029004367
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Oxidative Phosphorylation	1.3433066746063194	0.1320475103187846
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	IL-6/JAK/STAT3 Signaling	1.3298443313808521	0.14255460004998954
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Myc Targets V2	1.3055349578426148	0.17327403429976537
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	UV Response Up	1.3050268310269526	0.16246304265097625
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Pancreas Beta Cells	1.2938413499469799	0.16991964520944938
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	IL-2/STAT5 Signaling	1.2916241109140978	0.1637858445389221
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Androgen Response	1.2587375497810833	0.2141038025818916
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Reactive Oxygen Species Pathway	1.241933834470342	0.23759781468248647
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Estrogen Response Late	1.2418294416197364	0.22597040484763328
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Apical Surface	1.2390860992754307	0.2206923517628708
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	Allograft Rejection	1.2350433480470855	0.21938294865756006
TFORF0809-SOHLH1	SOHLH1-4	TFORF0810-SOHLH1	SOHLH1-2	KRAS Signaling Up	1.2310050828884052	0.21643101782734697
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	Mitotic Spindle	-1.500908243123066	0.24416107970728715
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	Myc Targets V2	1.3956944799036854	0.24566761102321644
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	Myc Targets V1	-1.372724150524891	0.2474329199713714
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	Hypoxia	-1.3712918911755554	0.18741510012707596
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	Pperoxisome	-1.3596827766282216	0.16588230138907148
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	UV Response Dn	1.3248274706106884	0.24000147172449315
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	Apical Junction	-1.308870252300225	0.21962227772665527
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	TGF-beta Signaling	1.3001538945698954	0.23894918871187315
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	E2F Targets	-1.2969557676674361	0.20647649095131676
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	Apoptosis	-1.2867089767895905	0.1941632706717497
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	Fatty Acid Metabolism	-1.2623149221369598	0.21471451733052888
TFORF1527-MXI1	MXI1-4	TFORF1526-MXI1	MXI1-2	Oxidative Phosphorylation	-1.2408189794690925	0.23262784277639015
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	Angiogenesis	1.6836812654120792	0.028088459583121502
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	PI3K/AKT/mTOR  Signaling	1.5764050987163831	0.03924123029994916
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	Myc Targets V1	-1.561583759911308	0.2192096661218772
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	DNA Repair	-1.559575905734991	0.11230445949101096
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	mTORC1 Signaling	-1.5333854556829938	0.10078605338936882
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	G2-M Checkpoint	-1.4702311238951868	0.14227031286481437
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	E2F Targets	-1.4532643119226956	0.13454938127480737
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	UV Response Up	-1.3934168028362621	0.19023367577243364
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	Androgen Response	-1.3576213861997772	0.2241461258797238
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	Apical Surface	1.3350472001775076	0.19827147941026943
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	Mitotic Spindle	1.2926948283999335	0.21438103711235382
TFORF0209-FOXP2	FOXP2-1	TFORF0208-FOXP2	FOXP2-2	IL-2/STAT5 Signaling	-1.192513073510325	0.24944548213868784
TFORF1574-ZNF174	ZNF174-3	TFORF1575-ZNF174	ZNF174-1	Angiogenesis	1.6494777051460283	0.030797101449275364
TFORF1574-ZNF174	ZNF174-3	TFORF1575-ZNF174	ZNF174-1	Protein Secretion	1.4372942608314487	0.16394927536231885
TFORF1574-ZNF174	ZNF174-3	TFORF1575-ZNF174	ZNF174-1	Myc Targets V1	-1.3465991700103461	0.23891620611183356
TFORF1574-ZNF174	ZNF174-3	TFORF1575-ZNF174	ZNF174-1	Pancreas Beta Cells	-1.286953072959643	0.23041287386215864
TFORF3539-ZNF747	ZNF747-2	TFORF2124-ZNF747	ZNF747-1	Mitotic Spindle	-1.6887091054741508	0.024376433283315874
TFORF3539-ZNF747	ZNF747-2	TFORF2124-ZNF747	ZNF747-1	Myc Targets V1	-1.5478284975500225	0.08821947283485744
TFORF3539-ZNF747	ZNF747-2	TFORF2124-ZNF747	ZNF747-1	Protein Secretion	-1.4420753107726503	0.18301671338108585
TFORF3539-ZNF747	ZNF747-2	TFORF2124-ZNF747	ZNF747-1	Androgen Response	-1.4304080788105087	0.1578664250729028
TFORF3539-ZNF747	ZNF747-2	TFORF2124-ZNF747	ZNF747-1	Notch Signaling	1.2439021140197641	0.2239934600449622
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	G2-M Checkpoint	-1.7773440142968053	0.0033531260915123998
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	Myc Targets V1	-1.6411252928972366	0.015089067411805799
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	UV Response Dn	-1.6323630630372665	0.0115496565374316
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	E2F Targets	-1.607360238483209	0.0156479217603912
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	Myc Targets V2	-1.5467667184426057	0.031966468739084875
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	Mitotic Spindle	-1.5204219820625797	0.0374432413552218
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	Protein Secretion	-1.497708377094624	0.04247293049249039
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	mTORC1 Signaling	-1.47281973171158	0.05211316800558855
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	Angiogenesis	-1.4379471679436362	0.06743509139597159
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	IL-2/STAT5 Signaling	-1.3587723297139596	0.15055536150890675
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	Allograft Rejection	-1.3021247007028791	0.24711523195630777
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	Estrogen Response Late	-1.3012055393862614	0.22847828617999766
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	Notch Signaling	1.3003154130606225	0.09298369950389794
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	Unfolded Protein Response	-1.2855770039554708	0.24718557725892693
TFORF2125-ZNF747	ZNF747-3	TFORF2124-ZNF747	ZNF747-1	Hedgehog Signaling	1.2140941947371042	0.09539333805811481
TFORF1484-TP63	TP63-2	TFORF3448-TP63	TP63-1	Myc Targets V1	-1.5366076487989495	0.20466516177577126
TFORF1484-TP63	TP63-2	TFORF3448-TP63	TP63-1	Allograft Rejection	1.5326195091273778	0.1646811492641906
TFORF1484-TP63	TP63-2	TFORF3448-TP63	TP63-1	mTORC1 Signaling	-1.5068304515613373	0.13769751693002258
TFORF1484-TP63	TP63-2	TFORF3448-TP63	TP63-1	Mitotic Spindle	1.4970347323549835	0.11632796075683252
TFORF1484-TP63	TP63-2	TFORF3448-TP63	TP63-1	Protein Secretion	-1.474232806754087	0.12440431402056684
TFORF1484-TP63	TP63-2	TFORF3448-TP63	TP63-1	Hypoxia	-1.4667439017219186	0.09932279909706547
TFORF1484-TP63	TP63-2	TFORF3448-TP63	TP63-1	Oxidative Phosphorylation	-1.4506419740833498	0.08818660647103084
TFORF1484-TP63	TP63-2	TFORF3448-TP63	TP63-1	G2-M Checkpoint	1.3897348655806587	0.212333566923616
TFORF2568-TGIF1	TGIF1-1	TFORF2996-TGIF1	TGIF1-3	Mitotic Spindle	-1.6451218957624114	0.05216271331973812
TFORF2568-TGIF1	TGIF1-1	TFORF2996-TGIF1	TGIF1-3	G2-M Checkpoint	-1.5240851613878728	0.11398518836535365
TFORF2568-TGIF1	TGIF1-1	TFORF2996-TGIF1	TGIF1-3	Pancreas Beta Cells	1.463756689863279	0.1803330191643104
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Myc Targets V1	-2.2391916517584103	0.0
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Oxidative Phosphorylation	-2.093838891059356	0.0
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	UV Response Dn	1.823603604352099	0.0
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Reactive Oxygen Species Pathway	-1.7357175006985042	0.013363624214887078
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Myc Targets V2	-1.7307011864005533	0.01085794467459575
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	DNA Repair	-1.6389840488578395	0.02071361753307497
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Mitotic Spindle	1.6044395449121025	0.008526001364160218
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	mTORC1 Signaling	-1.602184706963675	0.023386342376052385
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Coagulation	-1.6010832800490924	0.020045436322330613
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Unfolded Protein Response	-1.5558545492720246	0.027562474943204594
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	UV Response Up	-1.4737134404270185	0.04565904940086418
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	E2F Targets	-1.4551143659431618	0.048109047173593475
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	G2-M Checkpoint	-1.3463196313706653	0.09202677584342692
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Complement	-1.2694216681249306	0.15284645195777094
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Cholesterol Homeostasis	-1.2688826593143074	0.14160301812313036
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Glycolysis	-1.2684997118482857	0.13148851682862106
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Adipogenesis	-1.2458266936905529	0.1423225978885474
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Fatty Acid Metabolism	-1.1909819242646291	0.19460777762929304
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Pperoxisome	-1.1812386589487889	0.19514821831445392
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Androgen Response	-1.1779350083488669	0.18876119203528
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Epithelial Mesenchymal Transition	-1.16157246880005	0.20045436322330618
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	IL-6/JAK/STAT3 Signaling	-1.1601980611175868	0.19293732460243218
TFORF3149-ZNF254	ZNF254-2	TFORF3150-ZNF254	ZNF254-1	Apoptosis	-1.1323395345018463	0.22415888712828444
TFORF2719-ZNF79	ZNF79-2	TFORF2720-ZNF79	ZNF79-1	G2-M Checkpoint	1.5970223492609186	0.14718687677312434
TFORF1763-ZNF26	ZNF26-2	TFORF3263-ZNF26	ZNF26-1	Cholesterol Homeostasis	-1.24928937189506	0.23591921233082389
TFORF1763-ZNF26	ZNF26-2	TFORF3263-ZNF26	ZNF26-1	Hedgehog Signaling	-1.2349102540135881	0.24173888262801332
