ad_clone_id	ad_gene_symbol	ad_orf_id	db_gene_symbol	db_orf_id	Y2H_result	db_gene_category	db_gene_cofactor_type
HMBOX1-3	HMBOX1	100801	LMO4	3110	False	other	
HMBOX1-3	HMBOX1	100801	LNX1	8141	True	other	
HMBOX1-3	HMBOX1	100801	MAGEH1	656	True	other	
HMBOX1-4	HMBOX1	100631	FGF11	9976	False	signaling	
HMBOX1-4	HMBOX1	100631	FNDC11	78	False	other	
HMBOX1-4	HMBOX1	100631	GAS2L2	100015630	False	signaling	
HMBOX1-4	HMBOX1	100631	HMBOX1	14887	False	TF	
HMBOX1-4	HMBOX1	100631	INO80B	11788	False	cofactor	unknown
HMBOX1-4	HMBOX1	100631	KAT5	53941	False	cofactor	coactivator
HMBOX1-4	HMBOX1	100631	KIF9	1905	False	other	
HMBOX1-4	HMBOX1	100631	LMO1	14023	False	cofactor	coactivator
HMBOX1-4	HMBOX1	100631	LMO3	1184	False	signaling	
HMBOX1-4	HMBOX1	100631	LMO4	3110	False	other	
HMBOX1-4	HMBOX1	100631	LNX1	8141	False	other	
HMBOX1-4	HMBOX1	100631	MAGEH1	656	False	other	
HMBOX1-1	HMBOX1	100416	AEBP2	2531	True	TF	
HMBOX1-1	HMBOX1	100416	ANKRD36	56675	False	other	
HMBOX1-1	HMBOX1	100416	ASB7	12068	True	signaling	
HMBOX1-1	HMBOX1	100416	ATP5O	6684	True	other	
HMBOX1-1	HMBOX1	100416	BANP	6534	False	cofactor	unknown
HMBOX1-1	HMBOX1	100416	BAZ2B	9069	False	TF	
HMBOX1-1	HMBOX1	100416	BRD1	100000034	True	cofactor	unknown
HMBOX1-1	HMBOX1	100416	C8orf33	6838	True	other	
HMBOX1-1	HMBOX1	100416	CBX8	6725	True	cofactor	unknown
HMBOX1-1	HMBOX1	100416	CCDC187	11356	True	other	
HMBOX1-1	HMBOX1	100416	CCNC	11984	True	cofactor	unknown
HMBOX1-1	HMBOX1	100416	CDC7	56166	False	signaling	
HMBOX1-2	HMBOX1	100014	AEBP2	2531	True	TF	
HMBOX1-2	HMBOX1	100014	ANKRD36	56675	False	other	
HMBOX1-2	HMBOX1	100014	ASB7	12068	True	signaling	
HMBOX1-2	HMBOX1	100014	ATP5O	6684	True	other	
HMBOX1-2	HMBOX1	100014	BANP	6534	False	cofactor	unknown
HMBOX1-2	HMBOX1	100014	BAZ2B	9069	False	TF	
HMBOX1-2	HMBOX1	100014	BRD1	100000034	True	cofactor	unknown
HMBOX1-2	HMBOX1	100014	C8orf33	6838	True	other	
HMBOX1-2	HMBOX1	100014	CBX8	6725	True	cofactor	unknown
HMBOX1-2	HMBOX1	100014	CCDC187	11356	True	other	
HMBOX1-2	HMBOX1	100014	CCNC	11984	True	cofactor	unknown
HMBOX1-2	HMBOX1	100014	CDC7	56166	False	signaling	
HMBOX1-3	HMBOX1	100801	AEBP2	2531	False	TF	
HMBOX1-3	HMBOX1	100801	ANKRD36	56675	False	other	
HMBOX1-3	HMBOX1	100801	ASB7	12068	False	signaling	
HMBOX1-3	HMBOX1	100801	ATP5O	6684	False	other	
HMBOX1-3	HMBOX1	100801	BANP	6534	False	cofactor	unknown
HMBOX1-3	HMBOX1	100801	BAZ2B	9069	False	TF	
HMBOX1-3	HMBOX1	100801	BRD1	100000034	False	cofactor	unknown
HMBOX1-3	HMBOX1	100801	C8orf33	6838	False	other	
HMBOX1-3	HMBOX1	100801	CBX8	6725	False	cofactor	unknown
HMBOX1-3	HMBOX1	100801	CCDC187	11356	False	other	
HMBOX1-3	HMBOX1	100801	CCNC	11984	False	cofactor	unknown
HMBOX1-3	HMBOX1	100801	CDC7	56166	False	signaling	
HMBOX1-4	HMBOX1	100631	AEBP2	2531	False	TF	
HMBOX1-4	HMBOX1	100631	ANKRD36	56675	False	other	
HMBOX1-4	HMBOX1	100631	ASB7	12068	False	signaling	
HMBOX1-4	HMBOX1	100631	ATP5O	6684	False	other	
HMBOX1-4	HMBOX1	100631	BANP	6534	False	cofactor	unknown
HMBOX1-4	HMBOX1	100631	BAZ2B	9069	False	TF	
HMBOX1-4	HMBOX1	100631	BRD1	100000034	False	cofactor	unknown
HMBOX1-4	HMBOX1	100631	C8orf33	6838	False	other	
HMBOX1-4	HMBOX1	100631	CBX8	6725	False	cofactor	unknown
HMBOX1-4	HMBOX1	100631	CCDC187	11356	False	other	
HMBOX1-4	HMBOX1	100631	CCNC	11984	False	cofactor	unknown
HMBOX1-4	HMBOX1	100631	CDC7	56166	False	signaling	
HMBOX1-1	HMBOX1	100416	CDK18	2966	True	other	
HMBOX1-1	HMBOX1	100416	DNAJC27	1267	False	signaling	
HMBOX1-1	HMBOX1	100416	DYNLL1	56155	True	other	
HMBOX1-1	HMBOX1	100416	EAF1	10507	False	cofactor	unknown
HMBOX1-1	HMBOX1	100416	ENKD1	4798	True	other	
HMBOX1-1	HMBOX1	100416	EXOSC5	4997	True	other	
HMBOX1-1	HMBOX1	100416	FAM13C	2040	False	other	
HMBOX1-1	HMBOX1	100416	FAM161A	53030	True	other	
HMBOX1-1	HMBOX1	100416	FAM206A	239	False	other	
HMBOX1-1	HMBOX1	100416	FAM90A1	11110	True	other	
HMBOX1-1	HMBOX1	100416	FANCL	11743	False	other	
HMBOX1-1	HMBOX1	100416	FARS2	12653	False	other	
HMBOX1-2	HMBOX1	100014	CDK18	2966	True	other	
HMBOX1-2	HMBOX1	100014	DNAJC27	1267	False	signaling	
HMBOX1-2	HMBOX1	100014	DYNLL1	56155	True	other	
HMBOX1-2	HMBOX1	100014	EAF1	10507	False	cofactor	unknown
HMBOX1-2	HMBOX1	100014	ENKD1	4798	True	other	
HMBOX1-2	HMBOX1	100014	EXOSC5	4997	False	other	
HMBOX1-2	HMBOX1	100014	FAM13C	2040	False	other	
HMBOX1-2	HMBOX1	100014	FAM161A	53030	True	other	
HMBOX1-2	HMBOX1	100014	FAM206A	239	True	other	
HMBOX1-2	HMBOX1	100014	FAM90A1	11110	True	other	
HMBOX1-2	HMBOX1	100014	FANCL	11743	False	other	
HMBOX1-2	HMBOX1	100014	FARS2	12653	False	other	
HMBOX1-3	HMBOX1	100801	CDK18	2966	False	other	
HMBOX1-3	HMBOX1	100801	DNAJC27	1267	False	signaling	
HMBOX1-3	HMBOX1	100801	DYNLL1	56155	True	other	
HMBOX1-3	HMBOX1	100801	EAF1	10507	False	cofactor	unknown
HMBOX1-3	HMBOX1	100801	ENKD1	4798	False	other	
HMBOX1-3	HMBOX1	100801	EXOSC5	4997	True	other	
HMBOX1-3	HMBOX1	100801	FAM13C	2040	False	other	
HMBOX1-3	HMBOX1	100801	FAM161A	53030	False	other	
HMBOX1-3	HMBOX1	100801	FAM206A	239	False	other	
HMBOX1-3	HMBOX1	100801	FAM90A1	11110	False	other	
HMBOX1-3	HMBOX1	100801	FANCL	11743	False	other	
HMBOX1-3	HMBOX1	100801	FARS2	12653	False	other	
HMBOX1-4	HMBOX1	100631	CDK18	2966	False	other	
HMBOX1-4	HMBOX1	100631	DNAJC27	1267	False	signaling	
HMBOX1-4	HMBOX1	100631	DYNLL1	56155	False	other	
HMBOX1-4	HMBOX1	100631	EAF1	10507	False	cofactor	unknown
HMBOX1-4	HMBOX1	100631	ENKD1	4798	False	other	
HMBOX1-4	HMBOX1	100631	EXOSC5	4997	False	other	
HMBOX1-4	HMBOX1	100631	FAM13C	2040	False	other	
HMBOX1-4	HMBOX1	100631	FAM161A	53030		other	
HMBOX1-4	HMBOX1	100631	FAM206A	239	False	other	
HMBOX1-4	HMBOX1	100631	FAM90A1	11110	False	other	
HMBOX1-4	HMBOX1	100631	FANCL	11743	False	other	
HMBOX1-4	HMBOX1	100631	FARS2	12653	False	other	
ZNF451-2	ZNF451	101174	TTC23	7605		signaling	
ZNF451-3	ZNF451	101180	TTC23	7605	False	signaling	
ZNF451-4	ZNF451	101179	TTC23	7605	True	signaling	
ZNF451-5	ZNF451	101170	TTC23	7605		signaling	
ZNF451-6	ZNF451	101169	TTC23	7605		signaling	
ZNF451-7	ZNF451	101171	TTC23	7605		signaling	
ZNF451-8	ZNF451	101177	TTC23	7605	False	signaling	
ZNF451-2	ZNF451	101174	UBA3	12803	False	other	
ZNF451-3	ZNF451	101180	UBA3	12803	False	other	
ZNF451-4	ZNF451	101179	UBA3	12803	True	other	
ZNF451-5	ZNF451	101170	UBA3	12803	False	other	
ZNF451-6	ZNF451	101169	UBA3	12803	False	other	
ZNF451-7	ZNF451	101171	UBA3	12803	False	other	
ZNF451-8	ZNF451	101177	UBA3	12803	False	other	
ZNF451-2	ZNF451	101174	UBE2I	4616	False	signaling	
ZNF451-3	ZNF451	101180	UBE2I	4616	False	signaling	
ZNF451-4	ZNF451	101179	UBE2I	4616	True	signaling	
ZNF451-5	ZNF451	101170	UBE2I	4616	False	signaling	
ZNF451-6	ZNF451	101169	UBE2I	4616	False	signaling	
ZNF451-7	ZNF451	101171	UBE2I	4616	False	signaling	
ZNF451-8	ZNF451	101177	UBE2I	4616	False	signaling	
ZNF451-2	ZNF451	101174	UBQLN1	2261	False	signaling	
ZNF451-3	ZNF451	101180	UBQLN1	2261	False	signaling	
ZNF451-4	ZNF451	101179	UBQLN1	2261	True	signaling	
ZNF451-5	ZNF451	101170	UBQLN1	2261	False	signaling	
ZNF451-6	ZNF451	101169	UBQLN1	2261	False	signaling	
ZNF451-7	ZNF451	101171	UBQLN1	2261	False	signaling	
ZNF451-8	ZNF451	101177	UBQLN1	2261	False	signaling	
ZNF451-2	ZNF451	101174	UBQLN2	71001	False	signaling	
ZNF451-3	ZNF451	101180	UBQLN2	71001	False	signaling	
ZNF451-4	ZNF451	101179	UBQLN2	71001	True	signaling	
ZNF451-5	ZNF451	101170	UBQLN2	71001	False	signaling	
ZNF451-6	ZNF451	101169	UBQLN2	71001	False	signaling	
ZNF451-7	ZNF451	101171	UBQLN2	71001	False	signaling	
ZNF451-8	ZNF451	101177	UBQLN2	71001	False	signaling	
ZNF451-2	ZNF451	101174	VEZF1	100015985	False	TF	
ZNF451-3	ZNF451	101180	VEZF1	100015985	False	TF	
ZNF451-4	ZNF451	101179	VEZF1	100015985		TF	
ZNF451-5	ZNF451	101170	VEZF1	100015985	False	TF	
ZNF451-6	ZNF451	101169	VEZF1	100015985	False	TF	
ZNF451-7	ZNF451	101171	VEZF1	100015985	False	TF	
ZNF451-8	ZNF451	101177	VEZF1	100015985	False	TF	
ZNF451-2	ZNF451	101174	YAF2	10490	False	cofactor	both
ZNF451-3	ZNF451	101180	YAF2	10490	False	cofactor	both
ZNF451-4	ZNF451	101179	YAF2	10490	False	cofactor	both
ZNF451-5	ZNF451	101170	YAF2	10490	False	cofactor	both
ZNF451-6	ZNF451	101169	YAF2	10490	False	cofactor	both
ZNF451-7	ZNF451	101171	YAF2	10490	False	cofactor	both
ZNF451-8	ZNF451	101177	YAF2	10490	False	cofactor	both
ZNF451-2	ZNF451	101174	ZBED1	201	False	TF	
ZNF451-3	ZNF451	101180	ZBED1	201	False	TF	
ZNF451-4	ZNF451	101179	ZBED1	201	True	TF	
ZNF451-5	ZNF451	101170	ZBED1	201	False	TF	
ZNF451-6	ZNF451	101169	ZBED1	201	False	TF	
ZNF451-7	ZNF451	101171	ZBED1	201	False	TF	
ZNF451-8	ZNF451	101177	ZBED1	201	False	TF	
ZNF451-2	ZNF451	101174	SMN2	66	False	other	
ZNF451-3	ZNF451	101180	SMN2	66	False	other	
ZNF451-4	ZNF451	101179	SMN2	66	True	other	
ZNF451-5	ZNF451	101170	SMN2	66	False	other	
ZNF451-6	ZNF451	101169	SMN2	66	False	other	
ZNF451-7	ZNF451	101171	SMN2	66	False	other	
ZNF451-8	ZNF451	101177	SMN2	66	False	other	
ZNF451-2	ZNF451	101174	SOX5	10885	False	TF	
ZNF451-3	ZNF451	101180	SOX5	10885	False	TF	
ZNF451-4	ZNF451	101179	SOX5	10885	True	TF	
ZNF451-5	ZNF451	101170	SOX5	10885	False	TF	
ZNF451-6	ZNF451	101169	SOX5	10885	False	TF	
ZNF451-7	ZNF451	101171	SOX5	10885	False	TF	
ZNF451-8	ZNF451	101177	SOX5	10885	False	TF	
ZNF451-2	ZNF451	101174	SPDL1	6331	False	signaling	
ZNF451-3	ZNF451	101180	SPDL1	6331	False	signaling	
ZNF451-4	ZNF451	101179	SPDL1	6331	True	signaling	
ZNF451-5	ZNF451	101170	SPDL1	6331	False	signaling	
ZNF451-6	ZNF451	101169	SPDL1	6331	False	signaling	
ZNF451-7	ZNF451	101171	SPDL1	6331	False	signaling	
ZNF451-8	ZNF451	101177	SPDL1	6331	False	signaling	
ZNF451-2	ZNF451	101174	STX2	10658	False	signaling	
ZNF451-3	ZNF451	101180	STX2	10658	False	signaling	
ZNF451-4	ZNF451	101179	STX2	10658	True	signaling	
ZNF451-5	ZNF451	101170	STX2	10658	False	signaling	
ZNF451-6	ZNF451	101169	STX2	10658	False	signaling	
ZNF451-7	ZNF451	101171	STX2	10658	False	signaling	
ZNF451-8	ZNF451	101177	STX2	10658	False	signaling	
ZNF451-2	ZNF451	101174	SUMO1	4586	False	cofactor	unknown
ZNF451-3	ZNF451	101180	SUMO1	4586	False	cofactor	unknown
ZNF451-4	ZNF451	101179	SUMO1	4586	True	cofactor	unknown
ZNF451-5	ZNF451	101170	SUMO1	4586	False	cofactor	unknown
ZNF451-6	ZNF451	101169	SUMO1	4586	False	cofactor	unknown
ZNF451-7	ZNF451	101171	SUMO1	4586	False	cofactor	unknown
ZNF451-8	ZNF451	101177	SUMO1	4586	False	cofactor	unknown
ZNF451-2	ZNF451	101174	TBX6	12746	False	TF	
ZNF451-3	ZNF451	101180	TBX6	12746	False	TF	
ZNF451-4	ZNF451	101179	TBX6	12746	True	TF	
ZNF451-5	ZNF451	101170	TBX6	12746	False	TF	
ZNF451-6	ZNF451	101169	TBX6	12746	False	TF	
ZNF451-7	ZNF451	101171	TBX6	12746	False	TF	
ZNF451-8	ZNF451	101177	TBX6	12746	False	TF	
ZNF451-2	ZNF451	101174	TFG	5933	False	signaling	
ZNF451-3	ZNF451	101180	TFG	5933	False	signaling	
ZNF451-4	ZNF451	101179	TFG	5933	True	signaling	
ZNF451-5	ZNF451	101170	TFG	5933	False	signaling	
ZNF451-6	ZNF451	101169	TFG	5933	False	signaling	
ZNF451-7	ZNF451	101171	TFG	5933	False	signaling	
ZNF451-8	ZNF451	101177	TFG	5933	False	signaling	
ZNF451-2	ZNF451	101174	THAP1	1668	False	TF	
ZNF451-3	ZNF451	101180	THAP1	1668	False	TF	
ZNF451-4	ZNF451	101179	THAP1	1668	True	TF	
ZNF451-5	ZNF451	101170	THAP1	1668	False	TF	
ZNF451-6	ZNF451	101169	THAP1	1668	False	TF	
ZNF451-7	ZNF451	101171	THAP1	1668	False	TF	
ZNF451-8	ZNF451	101177	THAP1	1668	False	TF	
ZNF451-2	ZNF451	101174	TNIP1	7045	False	cofactor	unknown
ZNF451-3	ZNF451	101180	TNIP1	7045	False	cofactor	unknown
ZNF451-4	ZNF451	101179	TNIP1	7045	True	cofactor	unknown
ZNF451-5	ZNF451	101170	TNIP1	7045	False	cofactor	unknown
ZNF451-6	ZNF451	101169	TNIP1	7045	False	cofactor	unknown
ZNF451-7	ZNF451	101171	TNIP1	7045	False	cofactor	unknown
ZNF451-8	ZNF451	101177	TNIP1	7045	False	cofactor	unknown
ZNF451-2	ZNF451	101174	TRAF2	9637	False	signaling	
ZNF451-3	ZNF451	101180	TRAF2	9637	False	signaling	
ZNF451-4	ZNF451	101179	TRAF2	9637	True	signaling	
ZNF451-5	ZNF451	101170	TRAF2	9637	False	signaling	
ZNF451-6	ZNF451	101169	TRAF2	9637	False	signaling	
ZNF451-7	ZNF451	101171	TRAF2	9637	False	signaling	
ZNF451-8	ZNF451	101177	TRAF2	9637	False	signaling	
ZNF451-2	ZNF451	101174	TRAF3	71592	False	signaling	
ZNF451-3	ZNF451	101180	TRAF3	71592	False	signaling	
ZNF451-4	ZNF451	101179	TRAF3	71592	True	signaling	
ZNF451-5	ZNF451	101170	TRAF3	71592	False	signaling	
ZNF451-6	ZNF451	101169	TRAF3	71592	False	signaling	
ZNF451-7	ZNF451	101171	TRAF3	71592	False	signaling	
ZNF451-8	ZNF451	101177	TRAF3	71592	False	signaling	
ZNF451-2	ZNF451	101174	TRAF3IP3	54647	False	other	
ZNF451-3	ZNF451	101180	TRAF3IP3	54647	False	other	
ZNF451-4	ZNF451	101179	TRAF3IP3	54647	True	other	
ZNF451-5	ZNF451	101170	TRAF3IP3	54647	False	other	
ZNF451-6	ZNF451	101169	TRAF3IP3	54647	False	other	
ZNF451-7	ZNF451	101171	TRAF3IP3	54647	False	other	
ZNF451-8	ZNF451	101177	TRAF3IP3	54647	False	other	
ZNF451-2	ZNF451	101174	TRAF5	2239	False	signaling	
ZNF451-3	ZNF451	101180	TRAF5	2239	False	signaling	
ZNF451-4	ZNF451	101179	TRAF5	2239	True	signaling	
ZNF451-5	ZNF451	101170	TRAF5	2239	False	signaling	
ZNF451-6	ZNF451	101169	TRAF5	2239	False	signaling	
ZNF451-7	ZNF451	101171	TRAF5	2239	False	signaling	
ZNF451-8	ZNF451	101177	TRAF5	2239	False	signaling	
ZNF451-2	ZNF451	101174	TRIM21	130	False	signaling	
ZNF451-3	ZNF451	101180	TRIM21	130	False	signaling	
ZNF451-4	ZNF451	101179	TRIM21	130	True	signaling	
ZNF451-5	ZNF451	101170	TRIM21	130	False	signaling	
ZNF451-6	ZNF451	101169	TRIM21	130	False	signaling	
ZNF451-7	ZNF451	101171	TRIM21	130	False	signaling	
ZNF451-8	ZNF451	101177	TRIM21	130	False	signaling	
ZNF451-2	ZNF451	101174	TRIM29	7792	False	cofactor	unknown
ZNF451-3	ZNF451	101180	TRIM29	7792	False	cofactor	unknown
ZNF451-4	ZNF451	101179	TRIM29	7792	True	cofactor	unknown
ZNF451-5	ZNF451	101170	TRIM29	7792	False	cofactor	unknown
ZNF451-6	ZNF451	101169	TRIM29	7792	False	cofactor	unknown
ZNF451-7	ZNF451	101171	TRIM29	7792	False	cofactor	unknown
ZNF451-8	ZNF451	101177	TRIM29	7792	False	cofactor	unknown
ZNF451-2	ZNF451	101174	TRIM38	2522	False	signaling	
ZNF451-3	ZNF451	101180	TRIM38	2522	False	signaling	
ZNF451-4	ZNF451	101179	TRIM38	2522	True	signaling	
ZNF451-5	ZNF451	101170	TRIM38	2522	False	signaling	
ZNF451-6	ZNF451	101169	TRIM38	2522	False	signaling	
ZNF451-7	ZNF451	101171	TRIM38	2522	False	signaling	
ZNF451-8	ZNF451	101177	TRIM38	2522	False	signaling	
ZNF451-2	ZNF451	101174	HNRNPCL1	70525	False	other	
ZNF451-3	ZNF451	101180	HNRNPCL1	70525	False	other	
ZNF451-4	ZNF451	101179	HNRNPCL1	70525	True	other	
ZNF451-5	ZNF451	101170	HNRNPCL1	70525	False	other	
ZNF451-6	ZNF451	101169	HNRNPCL1	70525	False	other	
ZNF451-7	ZNF451	101171	HNRNPCL1	70525	False	other	
ZNF451-8	ZNF451	101177	HNRNPCL1	70525	False	other	
ZNF451-2	ZNF451	101174	HOMER1	742	False	signaling	
ZNF451-3	ZNF451	101180	HOMER1	742	False	signaling	
ZNF451-4	ZNF451	101179	HOMER1	742	True	signaling	
ZNF451-5	ZNF451	101170	HOMER1	742	False	signaling	
ZNF451-6	ZNF451	101169	HOMER1	742	False	signaling	
ZNF451-7	ZNF451	101171	HOMER1	742	False	signaling	
ZNF451-8	ZNF451	101177	HOMER1	742	False	signaling	
ZNF451-2	ZNF451	101174	IMPDH1	71077	False	other	
ZNF451-3	ZNF451	101180	IMPDH1	71077	False	other	
ZNF451-4	ZNF451	101179	IMPDH1	71077	True	other	
ZNF451-5	ZNF451	101170	IMPDH1	71077	False	other	
ZNF451-6	ZNF451	101169	IMPDH1	71077	False	other	
ZNF451-7	ZNF451	101171	IMPDH1	71077	False	other	
ZNF451-8	ZNF451	101177	IMPDH1	71077	False	other	
ZNF451-2	ZNF451	101174	JRK	11423	False	TF	
ZNF451-3	ZNF451	101180	JRK	11423		TF	
ZNF451-4	ZNF451	101179	JRK	11423	False	TF	
ZNF451-5	ZNF451	101170	JRK	11423	False	TF	
ZNF451-6	ZNF451	101169	JRK	11423	False	TF	
ZNF451-7	ZNF451	101171	JRK	11423	False	TF	
ZNF451-8	ZNF451	101177	JRK	11423	False	TF	
ZNF451-2	ZNF451	101174	KCTD9	12452	False	signaling	
ZNF451-3	ZNF451	101180	KCTD9	12452	False	signaling	
ZNF451-4	ZNF451	101179	KCTD9	12452	True	signaling	
ZNF451-5	ZNF451	101170	KCTD9	12452	False	signaling	
ZNF451-6	ZNF451	101169	KCTD9	12452	False	signaling	
ZNF451-7	ZNF451	101171	KCTD9	12452	False	signaling	
ZNF451-8	ZNF451	101177	KCTD9	12452	False	signaling	
ZNF451-2	ZNF451	101174	L3MBTL3	10868	False	TF	
ZNF451-3	ZNF451	101180	L3MBTL3	10868	False	TF	
ZNF451-4	ZNF451	101179	L3MBTL3	10868	True	TF	
ZNF451-5	ZNF451	101170	L3MBTL3	10868	False	TF	
ZNF451-6	ZNF451	101169	L3MBTL3	10868	False	TF	
ZNF451-7	ZNF451	101171	L3MBTL3	10868	False	TF	
ZNF451-8	ZNF451	101177	L3MBTL3	10868	False	TF	
ZNF451-2	ZNF451	101174	LMNB2	100067760	False	other	
ZNF451-3	ZNF451	101180	LMNB2	100067760		other	
ZNF451-4	ZNF451	101179	LMNB2	100067760		other	
ZNF451-5	ZNF451	101170	LMNB2	100067760		other	
ZNF451-6	ZNF451	101169	LMNB2	100067760	False	other	
ZNF451-7	ZNF451	101171	LMNB2	100067760		other	
ZNF451-8	ZNF451	101177	LMNB2	100067760		other	
ZNF451-2	ZNF451	101174	MID2	1074	False	signaling	
ZNF451-3	ZNF451	101180	MID2	1074	False	signaling	
ZNF451-4	ZNF451	101179	MID2	1074	True	signaling	
ZNF451-5	ZNF451	101170	MID2	1074	False	signaling	
ZNF451-6	ZNF451	101169	MID2	1074	False	signaling	
ZNF451-7	ZNF451	101171	MID2	1074	False	signaling	
ZNF451-8	ZNF451	101177	MID2	1074	False	signaling	
ZNF451-2	ZNF451	101174	MSX2	740	False	TF	
ZNF451-3	ZNF451	101180	MSX2	740		TF	
ZNF451-4	ZNF451	101179	MSX2	740		TF	
ZNF451-5	ZNF451	101170	MSX2	740	False	TF	
ZNF451-6	ZNF451	101169	MSX2	740	False	TF	
ZNF451-7	ZNF451	101171	MSX2	740	False	TF	
ZNF451-8	ZNF451	101177	MSX2	740	False	TF	
ZNF451-2	ZNF451	101174	NSF	1661	False	signaling	
ZNF451-3	ZNF451	101180	NSF	1661	False	signaling	
ZNF451-4	ZNF451	101179	NSF	1661		signaling	
ZNF451-5	ZNF451	101170	NSF	1661	False	signaling	
ZNF451-6	ZNF451	101169	NSF	1661	False	signaling	
ZNF451-7	ZNF451	101171	NSF	1661	False	signaling	
ZNF451-8	ZNF451	101177	NSF	1661	False	signaling	
ZNF451-2	ZNF451	101174	OPLAH	100014361		other	
ZNF451-3	ZNF451	101180	OPLAH	100014361		other	
ZNF451-4	ZNF451	101179	OPLAH	100014361		other	
ZNF451-5	ZNF451	101170	OPLAH	100014361	False	other	
ZNF451-6	ZNF451	101169	OPLAH	100014361		other	
ZNF451-7	ZNF451	101171	OPLAH	100014361		other	
ZNF451-8	ZNF451	101177	OPLAH	100014361	False	other	
ZNF451-2	ZNF451	101174	OPTN	6157	False	signaling	
ZNF451-3	ZNF451	101180	OPTN	6157	False	signaling	
ZNF451-4	ZNF451	101179	OPTN	6157	False	signaling	
ZNF451-5	ZNF451	101170	OPTN	6157	False	signaling	
ZNF451-6	ZNF451	101169	OPTN	6157	False	signaling	
ZNF451-7	ZNF451	101171	OPTN	6157	False	signaling	
ZNF451-8	ZNF451	101177	OPTN	6157	False	signaling	
ZNF451-2	ZNF451	101174	PCBP1	10250	False	other	
ZNF451-3	ZNF451	101180	PCBP1	10250	False	other	
ZNF451-4	ZNF451	101179	PCBP1	10250	False	other	
ZNF451-5	ZNF451	101170	PCBP1	10250	False	other	
ZNF451-6	ZNF451	101169	PCBP1	10250	False	other	
ZNF451-7	ZNF451	101171	PCBP1	10250	False	other	
ZNF451-8	ZNF451	101177	PCBP1	10250	False	other	
ZNF451-2	ZNF451	101174	PML	3572	False	cofactor	unknown
ZNF451-3	ZNF451	101180	PML	3572	False	cofactor	unknown
ZNF451-4	ZNF451	101179	PML	3572		cofactor	unknown
ZNF451-5	ZNF451	101170	PML	3572	False	cofactor	unknown
ZNF451-6	ZNF451	101169	PML	3572	False	cofactor	unknown
ZNF451-7	ZNF451	101171	PML	3572	False	cofactor	unknown
ZNF451-8	ZNF451	101177	PML	3572	False	cofactor	unknown
ZNF451-2	ZNF451	101174	POU1F1	100016074	False	TF	
ZNF451-3	ZNF451	101180	POU1F1	100016074	False	TF	
ZNF451-4	ZNF451	101179	POU1F1	100016074	True	TF	
ZNF451-5	ZNF451	101170	POU1F1	100016074	False	TF	
ZNF451-6	ZNF451	101169	POU1F1	100016074	False	TF	
ZNF451-7	ZNF451	101171	POU1F1	100016074	False	TF	
ZNF451-8	ZNF451	101177	POU1F1	100016074	False	TF	
ZNF451-2	ZNF451	101174	PROP1	72096	False	TF	
ZNF451-3	ZNF451	101180	PROP1	72096	False	TF	
ZNF451-4	ZNF451	101179	PROP1	72096	True	TF	
ZNF451-5	ZNF451	101170	PROP1	72096	False	TF	
ZNF451-6	ZNF451	101169	PROP1	72096	False	TF	
ZNF451-7	ZNF451	101171	PROP1	72096	True	TF	
ZNF451-8	ZNF451	101177	PROP1	72096	False	TF	
ZNF451-2	ZNF451	101174	PRPH	9926	False	other	
ZNF451-3	ZNF451	101180	PRPH	9926	False	other	
ZNF451-4	ZNF451	101179	PRPH	9926		other	
ZNF451-5	ZNF451	101170	PRPH	9926	False	other	
ZNF451-6	ZNF451	101169	PRPH	9926	False	other	
ZNF451-7	ZNF451	101171	PRPH	9926	False	other	
ZNF451-8	ZNF451	101177	PRPH	9926	False	other	
ZNF451-2	ZNF451	101174	PRR20D	56508	False	other	
ZNF451-3	ZNF451	101180	PRR20D	56508	False	other	
ZNF451-4	ZNF451	101179	PRR20D	56508	False	other	
ZNF451-5	ZNF451	101170	PRR20D	56508	False	other	
ZNF451-6	ZNF451	101169	PRR20D	56508	False	other	
ZNF451-7	ZNF451	101171	PRR20D	56508	False	other	
ZNF451-8	ZNF451	101177	PRR20D	56508	False	other	
ZNF451-2	ZNF451	101174	RNF151	56094	False	other	
ZNF451-3	ZNF451	101180	RNF151	56094	False	other	
ZNF451-4	ZNF451	101179	RNF151	56094	True	other	
ZNF451-5	ZNF451	101170	RNF151	56094	False	other	
ZNF451-6	ZNF451	101169	RNF151	56094	False	other	
ZNF451-7	ZNF451	101171	RNF151	56094	False	other	
ZNF451-8	ZNF451	101177	RNF151	56094	False	other	
ZNF451-2	ZNF451	101174	RNF168	9865	False	cofactor	unknown
ZNF451-3	ZNF451	101180	RNF168	9865	False	cofactor	unknown
ZNF451-4	ZNF451	101179	RNF168	9865	True	cofactor	unknown
ZNF451-5	ZNF451	101170	RNF168	9865	False	cofactor	unknown
ZNF451-6	ZNF451	101169	RNF168	9865	False	cofactor	unknown
ZNF451-7	ZNF451	101171	RNF168	9865	False	cofactor	unknown
ZNF451-8	ZNF451	101177	RNF168	9865	False	cofactor	unknown
ZNF451-2	ZNF451	101174	RUNX1T1	4468	False	cofactor	corepressor
ZNF451-3	ZNF451	101180	RUNX1T1	4468	False	cofactor	corepressor
ZNF451-4	ZNF451	101179	RUNX1T1	4468		cofactor	corepressor
ZNF451-5	ZNF451	101170	RUNX1T1	4468	False	cofactor	corepressor
