tf	orf1	orf2	seg1_len	seg2_len	len_diff	perc_change	len_frameshift	len_pblock	perc_frameshift	clustal_score1	clustal_score2
PRDM10	PRDM10-203	PRDM10-201	98	12	86	12.2448979592	0	110	0.0	16	-9
PRDM10	PRDM10-203	PRDM10-204	98	12	86	12.2448979592	0	110	0.0	16	-9
PRDM10	PRDM10-203	PRDM10-205	98	12	86	12.2448979592	0	110	0.0	16	-9
PRDM10	PRDM10-203	PRDM10-208	1058	17	1041	1.60680529301	0	1075	0.0	17	-12
PLSCR1	PLSCR1-201	PLSCR1-202	104	23	81	22.1153846154	23	104	22.1153846154	8	-43
PLSCR1	PLSCR1-201	PLSCR1-211	318	34	284	10.6918238994	34	318	10.6918238994	32	29
PLSCR1	PLSCR1-201	PLSCR1-213	104	23	81	22.1153846154	23	104	22.1153846154	8	-43
HNF4A	HNF4A-201	HNF4A-202	38	16	22	42.1052631579	0	54	0.0	18	-1
HNF4A	HNF4A-201	HNF4A-205	98	41	57	41.8367346939	0	139	0.0	24	35
HNF4A	HNF4A-201	HNF4A-206	38	16	22	42.1052631579	0	54	0.0	18	-1
HNF4A	HNF4A-201	HNF4A-207	38	13	25	34.2105263158	0	51	0.0	15	-9
HNF4A	HNF4A-201	HNF4A-208	38	16	22	42.1052631579	0	54	0.0	18	-1
HNF4A	HNF4A-201	HNF4A-208	98	41	57	41.8367346939	0	139	0.0	24	35
HNF4A	HNF4A-201	HNF4A-209	38	13	25	34.2105263158	0	51	0.0	15	-9
BATF2	BATF2-201	BATF2-204	47	23	24	48.9361702128	0	70	0.0	13	-25
EBF2	EBF2-203	EBF2-204	66	24	42	36.3636363636	0	90	0.0	8	-20
FOXR1	FOXR1-201	FOXR1-203	292	16	276	5.47945205479	15	293	5.11945392491	6	-8
NCOR2	NCOR2-204	NCOR2-205	2514	6	2508	0.238663484487	6	2514	0.238663484487	50	1
NCOR2	NCOR2-204	NCOR2-206	2514	29	2485	1.15354017502	29	2514	1.15354017502	24	7
NCOR2	NCOR2-204	NCOR2-209	2514	155	2359	6.16547334924	154	2515	6.12326043738	21	126
NCOR2	NCOR2-204	NCOR2-210	2514	18	2496	0.715990453461	18	2514	0.715990453461	33	1
NCOR2	NCOR2-204	NCOR2-213	626	16	610	2.55591054313	0	641	0.0	25	4
NCOR2	NCOR2-204	NCOR2-214	2514	35	2479	1.39220365951	35	2514	1.39220365951	34	56
NCOR2	NCOR2-204	NCOR2-224	2514	32	2482	1.27287191726	31	2515	1.23260437376	15	-3
NCOR1	NCOR1-201	NCOR1-202	1435	2	1433	0.1393728223	0	1437	0.0	100	-6
NCOR1	NCOR1-201	NCOR1-203	2440	18	2422	0.737704918033	18	2440	0.737704918033	22	8
NCOR1	NCOR1-201	NCOR1-217	2440	34	2406	1.39344262295	34	2440	1.39344262295	17	17
NCOR1	NCOR1-201	NCOR1-219	2440	3	2437	0.122950819672	3	2440	0.122950819672	33	-5
NCOR1	NCOR1-201	NCOR1-227	122	46	76	37.7049180328	0	168	0.0	8	-9
ZNF628	ZNF628-203	ZNF628-201	2	1	1	50.0	0	3	0.0	0	-10
ZNF625	ZNF625-202	ZNF625-201	309	42	267	13.5922330097	0	350	0.0	14	-7
ZNF625	ZNF625-202	ZNF625-203	330	19	311	5.75757575758	19	330	5.75757575758	10	-10
ZNF626	ZNF626-204	ZNF626-201	465	17	448	3.65591397849	0	482	0.0	23	8
ZNF626	ZNF626-204	ZNF626-203	92	80	12	86.9565217391	24	148	16.2162162162	53	260
ZNF627	ZNF627-201	ZNF627-204	398	4	394	1.00502512563	3	398	0.753768844221	50	-11
ZNF621	ZNF621-202	ZNF621-201	294	12	282	4.08163265306	0	306	0.0	33	3
TEF	TEF-201	TEF-202	52	22	30	42.3076923077	0	74	0.0	27	23
TEF	TEF-201	TEF-203	303	90	213	29.702970297	72	321	22.4299065421	5	20
NFKB1	NFKB1-201	NFKB1-212	190	9	181	4.73684210526	0	199	0.0	22	0
ASH1L	ASH1L-202	ASH1L-207	2824	37	2787	1.31019830028	0	2861	0.0	24	25
ZFP36L1	ZFP36L1-202	ZFP36L1-204	338	69	269	20.4142011834	1	406	0.246305418719	23	25
ZFP36L1	ZFP36L1-202	ZFP36L1-206	19	25	-6	131.578947368	0	44	0.0	10	-15
MLXIP	MLXIP-201	MLXIP-202	577	48	529	8.31889081456	0	625	0.0	22	-12
MLXIP	MLXIP-201	MLXIP-202	83	1	82	1.20481927711	0	84	0.0	100	-15
MLXIP	MLXIP-201	MLXIP-203	342	51	291	14.9122807018	0	393	0.0	19	7
MLXIP	MLXIP-201	MLXIP-211	919	52	867	5.65832426551	52	919	5.65832426551	19	23
ANKZF1	ANKZF1-201	ANKZF1-204	695	28	667	4.02877697842	28	695	4.02877697842	17	-7
ZNF480	ZNF480-205	ZNF480-204	511	37	474	7.24070450098	37	511	7.24070450098	13	-21
ZNF480	ZNF480-205	ZNF480-206	426	56	370	13.1455399061	23	459	5.01089324619	12	5
ZNF483	ZNF483-201	ZNF483-202	504	4	500	0.793650793651	0	508	0.0	50	-9
ZNF483	ZNF483-201	ZNF483-203	504	16	488	3.1746031746	0	520	0.0	25	5
ZNF483	ZNF483-201	ZNF483-204	607	41	566	6.75453047776	0	648	0.0	26	10
ZNF484	ZNF484-202	ZNF484-203	5	7	-2	140.0	0	12	0.0	40	5
ZNF486	ZNF486-201	ZNF486-202	379	44	335	11.6094986807	0	423	0.0	6	-8
ZNF138	ZNF138-205	ZNF138-202	250	57	193	22.8	11	296	3.71621621622	15	21
ZNF138	ZNF138-205	ZNF138-206	250	19	231	7.6	0	269	0.0	10	-9
ZNF138	ZNF138-205	ZNF138-207	250	83	167	33.2	11	322	3.41614906832	10	-7
ZNF131	ZNF131-201	ZNF131-215	534	11	523	2.05992509363	0	545	0.0	36	19
ZNF132	ZNF132-201	ZNF132-203	4	47	-43	1175.0	0	51	0.0	25	3
ZNF133	ZNF133-203	ZNF133-206	72	10	62	13.8888888889	0	82	0.0	20	-13
ZNF133	ZNF133-203	ZNF133-210	40	54	-14	135.0	0	94	0.0	5	-32
ZNF133	ZNF133-203	ZNF133-211	72	54	18	75.0	0	126	0.0	5	-33
ZNF134	ZNF134-201	ZNF134-203	414	33	381	7.97101449275	0	447	0.0	27	68
HIVEP1	HIVEP1-201	HIVEP1-203	13	22	-9	169.230769231	0	35	0.0	23	10
HIVEP1	HIVEP1-201	HIVEP1-205	2705	34	2671	1.25693160813	0	2739	0.0	29	20
HIVEP1	HIVEP1-201	HIVEP1-208	2	1	1	50.0	0	3	0.0	0	-10
ZNF317	ZNF317-201	ZNF317-206	439	15	424	3.41685649203	0	454	0.0	13	-6
ZNF318	ZNF318-201	ZNF318-203	2279	78	2201	3.42255375165	54	2303	2.34476769431	24	31
JUND	JUND-201	JUND-202	4	8	-4	200.0	0	12	0.0	0	-16
ZNF554	ZNF554-201	ZNF554-204	390	33	357	8.46153846154	0	423	0.0	18	-8
ZNF552	ZNF552-201	ZNF552-202	407	4	403	0.982800982801	4	407	0.982800982801	25	-10
ZNF550	ZNF550-205	ZNF550-202	422	27	395	6.3981042654	27	422	6.3981042654	18	-1
ZNF550	ZNF550-205	ZNF550-208	339	42	297	12.389380531	0	381	0.0	11	10
ZNF551	ZNF551-201	ZNF551-202	602	6	596	0.996677740864	0	608	0.0	33	-5
MSX2	MSX2-201	MSX2-202	141	8	133	5.67375886525	0	149	0.0	12	-12
ZNF559	ZNF559-202	ZNF559-203	457	3	454	0.656455142232	0	460	0.0	33	-14
ZNF559	ZNF559-202	ZNF559-205	457	40	417	8.75273522976	0	497	0.0	10	7
ZNF559	ZNF559-202	ZNF559-209	457	3	454	0.656455142232	0	460	0.0	66	-13
ZNF559	ZNF559-202	ZNF559-211	457	94	363	20.5689277899	0	551	0.0	4	3
ZNF559	ZNF559-202	ZNF559-212	457	3	454	0.656455142232	0	460	0.0	33	-14
ZNF559	ZNF559-202	ZNF559-214	53	39	14	73.5849056604	0	92	0.0	7	11
AC008755.1	AC008755.1-201	AC008755.1-202	1303	49	1254	3.76055257099	49	1303	3.76055257099	26	69
SHOX	SHOX-203	SHOX-202	81	14	67	17.2839506173	0	95	0.0	7	-18
ZNF793	ZNF793-205	ZNF793-202	121	114	7	94.2148760331	114	121	94.2148760331	5	64
ZNF793	ZNF793-205	ZNF793-206	406	17	389	4.18719211823	17	406	4.18719211823	11	-10
ZNF793	ZNF793-205	ZNF793-207	327	52	275	15.9021406728	0	379	0.0	7	5
ZNF793	ZNF793-205	ZNF793-208	327	14	313	4.28134556575	0	341	0.0	21	-2
ZNF793	ZNF793-205	ZNF793-209	270	2	268	0.740740740741	0	272	0.0	50	-10
KAT6B	KAT6B-201	KAT6B-220	1866	21	1845	1.12540192926	0	1887	0.0	42	37
KAT6B	KAT6B-201	KAT6B-231	1830	16	1814	0.874316939891	0	1846	0.0	18	20
FOXN4	FOXN4-201	FOXN4-202	199	19	180	9.54773869347	0	218	0.0	42	38
FOXN4	FOXN4-201	FOXN4-204	517	58	459	11.2185686654	47	528	8.90151515152	18	35
ZNF585A	ZNF585A-201	ZNF585A-205	745	1	744	0.134228187919	0	746	0.0	0	-31
FOXN2	FOXN2-201	FOXN2-203	106	15	91	14.1509433962	15	106	14.1509433962	13	-8
FOXN3	FOXN3-209	FOXN3-203	181	32	149	17.679558011	0	213	0.0	12	-9
FOXN3	FOXN3-209	FOXN3-203	220	23	197	10.4545454545	0	243	0.0	13	-9
FOXN3	FOXN3-209	FOXN3-204	468	11	457	2.35042735043	11	468	2.35042735043	27	-3
FOXN3	FOXN3-209	FOXN3-213	468	22	446	4.70085470085	22	468	4.70085470085	18	0
FOXN3	FOXN3-209	FOXN3-217	184	64	120	34.7826086957	0	248	0.0	9	-15
ZNF799	ZNF799-202	ZNF799-204	642	90	552	14.0186915888	51	681	7.48898678414	16	24
TGIF1	TGIF1-202	TGIF1-201	5	134	-129	2680.0	0	139	0.0	40	-18
TGIF1	TGIF1-202	TGIF1-218	191	51	140	26.7015706806	0	242	0.0	3	-13
TGIF1	TGIF1-202	TGIF1-222	191	3	188	1.57068062827	3	191	1.57068062827	66	-2
TGIF1	TGIF1-202	TGIF1-223	5	19	-14	380.0	0	24	0.0	40	-4
ATF5	ATF5-201	ATF5-205	223	29	194	13.0044843049	0	252	0.0	17	-19
ATF7	ATF7-201	ATF7-204	395	29	366	7.3417721519	0	424	0.0	13	-9
ZNF286A	ZNF286A-204	ZNF286A-201	410	30	380	7.31707317073	0	440	0.0	10	-5
ZNF286A	ZNF286A-204	ZNF286A-202	410	5	405	1.21951219512	0	415	0.0	60	2
ZNF286A	ZNF286A-204	ZNF286A-205	12	2	10	16.6666666667	0	14	0.0	50	-14
ZNF286A	ZNF286A-204	ZNF286A-205	410	5	405	1.21951219512	0	415	0.0	60	2
ZNF286A	ZNF286A-204	ZNF286A-206	410	9	401	2.19512195122	0	419	0.0	22	3
ZNF286A	ZNF286A-204	ZNF286A-212	479	18	461	3.75782881002	18	479	3.75782881002	11	1
ZNF286A	ZNF286A-204	ZNF286A-214	12	2	10	16.6666666667	0	14	0.0	50	-14
ZNF286A	ZNF286A-204	ZNF286A-214	479	18	461	3.75782881002	18	479	3.75782881002	11	1
ZNF286A	ZNF286A-204	ZNF286A-216	479	18	461	3.75782881002	0	497	0.0	16	-4
ZNF286A	ZNF286A-204	ZNF286A-221	12	2	10	16.6666666667	0	14	0.0	50	-14
ATF3	ATF3-202	ATF3-201	65	19	46	29.2307692308	0	84	0.0	15	-14
ATF3	ATF3-202	ATF3-204	65	19	46	29.2307692308	0	84	0.0	15	-14
ATF3	ATF3-202	ATF3-205	181	7	174	3.86740331492	0	188	0.0	28	-4
ZNF286B	ZNF286B-205	ZNF286B-201	480	23	457	4.79166666667	23	480	4.79166666667	8	-5
ZNF286B	ZNF286B-205	ZNF286B-203	510	100	410	19.6078431373	26	584	4.45205479452	2	3
LHX1	LHX1-201	LHX1-205	406	81	325	19.9507389163	22	465	4.7311827957	13	45
LHX2	LHX2-201	LHX2-202	406	44	362	10.8374384236	44	406	10.8374384236	13	31
LHX2	LHX2-201	LHX2-203	406	44	362	10.8374384236	44	406	10.8374384236	11	15
LHX3	LHX3-201	LHX3-202	31	26	5	83.8709677419	0	57	0.0	19	3
LHX3	LHX3-201	LHX3-203	31	15	16	48.3870967742	0	46	0.0	13	-10
LHX6	LHX6-204	LHX6-201	41	26	15	63.4146341463	6	61	9.83606557377	19	-13
LHX6	LHX6-204	LHX6-202	41	26	15	63.4146341463	6	61	9.83606557377	19	-13
LHX6	LHX6-204	LHX6-205	41	26	15	63.4146341463	6	61	9.83606557377	19	-13
LHX6	LHX6-204	LHX6-207	28	17	11	60.7142857143	0	45	0.0	29	10
LHX6	LHX6-204	LHX6-207	41	26	15	63.4146341463	6	61	9.83606557377	19	-13
LHX9	LHX9-201	LHX9-202	339	15	324	4.42477876106	0	354	0.0	20	-1
LHX9	LHX9-201	LHX9-203	18	9	9	50.0	0	27	0.0	22	-15
LHX9	LHX9-201	LHX9-204	18	9	9	50.0	0	27	0.0	22	-15
LHX9	LHX9-201	LHX9-204	85	18	67	21.1764705882	0	103	0.0	27	-7
LHX9	LHX9-201	LHX9-206	18	24	-6	133.333333333	0	42	0.0	11	-4
LHX9	LHX9-201	LHX9-206	85	18	67	21.1764705882	0	103	0.0	27	-7
ZNF585B	ZNF585B-205	ZNF585B-203	623	11	612	1.76565008026	11	623	1.76565008026	18	-9
ZNF585B	ZNF585B-205	ZNF585B-207	24	9	15	37.5	0	33	0.0	22	-25
ZNF585B	ZNF585B-205	ZNF585B-207	672	2	670	0.297619047619	0	674	0.0	100	-7
ZNF585B	ZNF585B-205	ZNF585B-209	24	9	15	37.5	0	33	0.0	22	-25
HSFY1	HSFY1-202	HSFY1-201	32	230	-198	718.75	0	262	0.0	21	-10
HSFY1	HSFY1-202	HSFY1-204	32	43	-11	134.375	0	75	0.0	12	-10
ZSCAN18	ZSCAN18-201	ZSCAN18-208	510	39	471	7.64705882353	0	549	0.0	20	32
ZSCAN18	ZSCAN18-201	ZSCAN18-213	510	27	483	5.29411764706	27	510	5.29411764706	22	3
ZSCAN18	ZSCAN18-201	ZSCAN18-215	326	1	325	0.306748466258	0	327	0.0	100	-10
HSFY2	HSFY2-201	HSFY2-202	230	32	198	13.9130434783	0	262	0.0	21	-10
HSFY2	HSFY2-201	HSFY2-203	230	43	187	18.6956521739	0	273	0.0	30	27
ZSCAN10	ZSCAN10-209	ZSCAN10-202	222	85	137	38.2882882883	84	222	37.8378378378	15	0
ZSCAN10	ZSCAN10-209	ZSCAN10-205	693	24	669	3.4632034632	24	693	3.4632034632	25	10
YBX1	YBX1-201	YBX1-203	324	140	184	43.2098765432	13	451	2.88248337029	20	103
YBX3	YBX3-201	YBX3-216	372	1	371	0.268817204301	1	372	0.268817204301	100	-15
YBX2	YBX2-201	YBX2-205	364	7	357	1.92307692308	7	364	1.92307692308	28	-5
AC008554.1	AC008554.1-202	AC008554.1-201	536	1	535	0.186567164179	1	536	0.186567164179	0	-16
AC008554.1	AC008554.1-202	AC008554.1-205	461	56	405	12.147505423	0	517	0.0	12	11
GTF2B	GTF2B-201	GTF2B-203	99	8	91	8.08080808081	8	99	8.08080808081	12	-7
ZIC3	ZIC3-201	ZIC3-202	59	49	10	83.0508474576	0	108	0.0	10	-6
ZIC1	ZIC1-201	ZIC1-205	447	69	378	15.4362416107	53	463	11.4470842333	15	30
NR1H4	NR1H4-206	NR1H4-201	26	36	-10	138.461538462	0	62	0.0	7	-17
NR1H4	NR1H4-206	NR1H4-204	446	19	427	4.2600896861	0	465	0.0	10	2
NR1H4	NR1H4-206	NR1H4-208	472	33	439	6.99152542373	0	505	0.0	9	13
NR1H4	NR1H4-206	NR1H4-209	26	36	-10	138.461538462	0	62	0.0	7	-17
GTF2I	GTF2I-212	GTF2I-203	705	1	704	0.141843971631	0	706	0.0	0	-31
GTF2I	GTF2I-212	GTF2I-223	998	171	827	17.1342685371	0	1169	0.0	12	105
NR1H3	NR1H3-211	NR1H3-235	15	21	-6	140.0	0	35	0.0	20	0
HOXB8	HOXB8-201	HOXB8-202	243	19	224	7.81893004115	19	243	7.81893004115	15	-6
GLMP	GLMP-201	GLMP-208	406	38	368	9.35960591133	38	406	9.35960591133	7	4
GLMP	GLMP-201	GLMP-213	140	65	75	46.4285714286	54	151	35.761589404	15	-1
HOXB3	HOXB3-201	HOXB3-204	431	119	312	27.6102088167	0	550	0.0	15	93
HOXB3	HOXB3-201	HOXB3-211	150	16	134	10.6666666667	0	166	0.0	18	-9
HOXB1	HOXB1-201	HOXB1-202	109	40	69	36.6972477064	0	149	0.0	10	-25
PPARG	PPARG-201	PPARG-204	232	5	227	2.15517241379	5	232	2.15517241379	20	-15
PPARG	PPARG-201	PPARG-218	299	8	291	2.67558528428	0	307	0.0	50	-7
PPARG	PPARG-201	PPARG-220	232	5	227	2.15517241379	5	232	2.15517241379	20	-15
PPARD	PPARD-203	PPARD-202	82	2	80	2.43902439024	0	84	0.0	50	-17
PPARD	PPARD-203	PPARD-205	43	4	39	9.3023255814	0	47	0.0	50	-1
PPARA	PPARA-202	PPARA-205	345	10	335	2.89855072464	0	355	0.0	20	-24
BRF2	BRF2-201	BRF2-202	240	23	217	9.58333333333	0	263	0.0	8	-18
BRF2	BRF2-201	BRF2-203	348	1	347	0.287356321839	0	349	0.0	100	-14
PTF1A	PTF1A-201	PTF1A-202	279	14	265	5.01792114695	14	279	5.01792114695	35	20
PTF1A	PTF1A-201	PTF1A-203	328	21	307	6.40243902439	20	329	6.07902735562	23	14
PTF1A	PTF1A-201	PTF1A-204	328	38	290	11.5853658537	7	359	1.94986072423	34	31
PTF1A	PTF1A-201	PTF1A-205	328	11	317	3.35365853659	0	339	0.0	36	6
PTF1A	PTF1A-201	PTF1A-206	328	27	301	8.23170731707	6	349	1.71919770774	22	25
DNAJC2	DNAJC2-203	DNAJC2-204	511	8	503	1.56555772994	0	519	0.0	12	-8
DNAJC2	DNAJC2-203	DNAJC2-205	621	7	614	1.12721417069	7	621	1.12721417069	42	-14
ZNF836	ZNF836-204	ZNF836-201	5	5	0	100.0	0	10	0.0	20	3
ZNF836	ZNF836-204	ZNF836-203	889	41	848	4.61192350956	0	930	0.0	14	27
NCOA2	NCOA2-201	NCOA2-203	1464	5	1459	0.341530054645	5	1464	0.341530054645	60	1
POU6F2	POU6F2-207	POU6F2-204	6	7	-1	116.666666667	0	13	0.0	16	5
NCOA1	NCOA1-204	NCOA1-203	14	55	-41	392.857142857	0	69	0.0	21	-6
NCOA1	NCOA1-204	NCOA1-205	14	56	-42	400.0	0	70	0.0	21	-6
NR2F2	NR2F2-201	NR2F2-203	147	14	133	9.52380952381	0	161	0.0	7	-6
LCOR	LCOR-205	LCOR-203	1446	322	1124	22.2683264177	0	1768	0.0	16	116
LCOR	LCOR-205	LCOR-209	1446	295	1151	20.4011065007	0	1741	0.0	18	139
ZNF83	ZNF83-203	ZNF83-205	516	105	411	20.3488372093	0	621	0.0	3	41
ZNF83	ZNF83-203	ZNF83-209	516	125	391	24.2248062016	0	641	0.0	3	5
ZNF83	ZNF83-203	ZNF83-210	516	92	424	17.8294573643	0	608	0.0	4	15
ZNF83	ZNF83-203	ZNF83-213	516	30	486	5.81395348837	0	546	0.0	10	2
ZNF83	ZNF83-203	ZNF83-215	516	125	391	24.2248062016	0	641	0.0	3	38
ZNF83	ZNF83-203	ZNF83-218	516	71	445	13.7596899225	0	587	0.0	5	7
ZNF81	ZNF81-204	ZNF81-201	601	9	592	1.49750415973	0	610	0.0	44	-10
ZNF81	ZNF81-204	ZNF81-203	569	11	558	1.93321616872	0	580	0.0	18	-13
ZNF85	ZNF85-202	ZNF85-201	519	11	508	2.11946050096	0	530	0.0	18	-16
ZNF85	ZNF85-202	ZNF85-204	77	25	52	32.4675324675	0	101	0.0	12	3
ZNF85	ZNF85-202	ZNF85-205	519	70	449	13.4874759152	0	589	0.0	7	28
ZNF85	ZNF85-202	ZNF85-206	519	11	508	2.11946050096	0	530	0.0	18	-16
ZNF85	ZNF85-202	ZNF85-207	77	25	52	32.4675324675	0	101	0.0	12	3
ZNF85	ZNF85-202	ZNF85-208	552	19	533	3.44202898551	19	552	3.44202898551	10	-1
ZNF84	ZNF84-201	ZNF84-205	659	66	593	10.0151745068	0	725	0.0	10	5
ZNF84	ZNF84-201	ZNF84-212	659	5	654	0.758725341426	0	664	0.0	20	-19
ZNF84	ZNF84-201	ZNF84-216	733	1	732	0.136425648022	0	734	0.0	100	-15
ZNF473	ZNF473-201	ZNF473-209	796	2	794	0.251256281407	0	798	0.0	100	-5
ZNF630	ZNF630-202	ZNF630-207	19	5	14	26.3157894737	0	24	0.0	40	1
EMX2	EMX2-203	EMX2-201	117	34	83	29.0598290598	34	117	29.0598290598	17	3
EMX2	EMX2-203	EMX2-204	117	34	83	29.0598290598	34	117	29.0598290598	17	3
EMX1	EMX1-201	EMX1-202	290	209	81	72.0689655172	83	416	19.9519230769	13	48
EMX1	EMX1-201	EMX1-204	55	34	21	61.8181818182	0	89	0.0	8	-22
PBRM1	PBRM1-202	PBRM1-211	153	32	121	20.9150326797	0	185	0.0	18	28
ERF	ERF-201	ERF-207	424	12	412	2.83018867925	12	424	2.83018867925	50	26
ERG	ERG-201	ERG-205	6	13	-7	216.666666667	0	19	0.0	50	5
ERG	ERG-201	ERG-206	6	13	-7	216.666666667	0	19	0.0	50	5
ERG	ERG-201	ERG-207	6	13	-7	216.666666667	0	19	0.0	50	5
ERG	ERG-201	ERG-209	231	4	227	1.7316017316	0	235	0.0	75	-3
ZNF493	ZNF493-203	ZNF493-201	690	18	672	2.60869565217	0	708	0.0	22	-5
ZNF493	ZNF493-203	ZNF493-204	690	10	680	1.44927536232	0	700	0.0	20	-3
ZNF493	ZNF493-203	ZNF493-205	690	10	680	1.44927536232	0	700	0.0	20	-3
ZNF493	ZNF493-203	ZNF493-208	764	38	726	4.97382198953	0	802	0.0	7	-5
ZNF490	ZNF490-201	ZNF490-203	54	1	53	1.85185185185	0	55	0.0	100	-14
AC092072.1	AC092072.1-202	AC092072.1-203	404	11	393	2.72277227723	0	415	0.0	36	2
ZNF124	ZNF124-206	ZNF124-204	278	4	274	1.43884892086	0	282	0.0	50	-12
AC092835.1	AC092835.1-201	AC092835.1-202	422	23	399	5.45023696682	0	445	0.0	17	-3
KLF7	KLF7-201	KLF7-202	34	6	28	17.6470588235	0	40	0.0	16	3
KLF7	KLF7-201	KLF7-203	34	1	33	2.94117647059	0	35	0.0	100	-4
KLF7	KLF7-201	KLF7-204	125	53	72	42.4	53	125	42.4	11	-11
KLF7	KLF7-201	KLF7-206	34	6	28	17.6470588235	0	40	0.0	16	3
KLF6	KLF6-206	KLF6-204	58	56	2	96.5517241379	0	114	0.0	3	-14
KLF6	KLF6-206	KLF6-207	58	12	46	20.6896551724	11	59	18.6440677966	16	12
KLF2	KLF2-201	KLF2-202	330	53	277	16.0606060606	53	330	16.0606060606	16	-5
KLF8	KLF8-204	KLF8-202	106	4	102	3.77358490566	4	106	3.77358490566	50	-8
KLF8	KLF8-204	KLF8-206	27	22	5	81.4814814815	2	47	4.25531914894	18	-30
KLF8	KLF8-204	KLF8-206	106	4	102	3.77358490566	4	106	3.77358490566	50	-8
ZNF302	ZNF302-201	ZNF302-204	328	49	279	14.9390243902	0	377	0.0	14	21
ZNF302	ZNF302-201	ZNF302-207	328	60	268	18.2926829268	0	388	0.0	8	19
ZNF302	ZNF302-201	ZNF302-208	328	60	268	18.2926829268	0	388	0.0	8	19
ZNF302	ZNF302-201	ZNF302-209	328	60	268	18.2926829268	0	388	0.0	8	19
ZNF302	ZNF302-201	ZNF302-211	396	25	371	6.31313131313	25	396	6.31313131313	16	-5
ZNF302	ZNF302-201	ZNF302-215	19	97	-78	510.526315789	18	98	18.3673469388	5	-19
REST	REST-201	REST-205	770	13	757	1.68831168831	0	783	0.0	23	-32
REST	REST-201	REST-206	770	15	755	1.94805194805	0	785	0.0	13	9
REST	REST-201	REST-210	770	2	768	0.25974025974	0	772	0.0	100	-9
REST	REST-201	REST-211	798	8	790	1.00250626566	0	806	0.0	37	1
REST	REST-201	REST-212	770	8	762	1.03896103896	0	778	0.0	37	-6
ZNF300	ZNF300-201	ZNF300-202	2	2	0	100.0	0	4	0.0	0	-1
ZNF300	ZNF300-201	ZNF300-204	516	2	514	0.387596899225	0	518	0.0	100	-8
POU1F1	POU1F1-202	POU1F1-203	145	23	122	15.8620689655	22	146	15.0684931507	21	11
ZNF544	ZNF544-206	ZNF544-203	662	22	640	3.32326283988	22	662	3.32326283988	22	6
ZNF544	ZNF544-206	ZNF544-204	634	58	576	9.14826498423	0	692	0.0	12	-2
ZNF544	ZNF544-206	ZNF544-209	634	16	618	2.52365930599	0	650	0.0	25	7
ZNF544	ZNF544-206	ZNF544-210	634	16	618	2.52365930599	0	650	0.0	12	-12
ZNF544	ZNF544-206	ZNF544-220	634	25	609	3.94321766562	0	659	0.0	8	-12
ZNF547	ZNF547-201	ZNF547-203	8	9	-1	112.5	0	17	0.0	12	-2
ZNF546	ZNF546-201	ZNF546-204	834	35	799	4.19664268585	0	869	0.0	25	30
ZNF546	ZNF546-201	ZNF546-208	705	33	672	4.68085106383	0	738	0.0	12	13
ADNP2	ADNP2-201	ADNP2-203	1131	6	1125	0.53050397878	6	1131	0.53050397878	33	1
ADNP2	ADNP2-201	ADNP2-205	1131	10	1121	0.884173297966	10	1131	0.884173297966	20	2
ZNF540	ZNF540-201	ZNF540-204	657	26	631	3.95738203957	26	657	3.95738203957	23	4
ZNF549	ZNF549-201	ZNF549-203	616	2	614	0.324675324675	0	618	0.0	100	-8
ZNF549	ZNF549-201	ZNF549-204	574	38	536	6.62020905923	0	612	0.0	13	6
ZNF548	ZNF548-202	ZNF548-203	5	31	-26	620.0	0	36	0.0	20	-8
ZNF548	ZNF548-202	ZNF548-204	5	8	-3	160.0	0	13	0.0	40	0
ZNF548	ZNF548-202	ZNF548-205	5	8	-3	160.0	0	13	0.0	40	0
ZNF548	ZNF548-202	ZNF548-207	486	4	482	0.82304526749	0	490	0.0	25	-6
ZNF548	ZNF548-202	ZNF548-209	486	28	458	5.76131687243	0	514	0.0	14	-8
ZNF548	ZNF548-202	ZNF548-211	5	8	-3	160.0	0	13	0.0	40	0
ZXDC	ZXDC-202	ZXDC-201	149	1	148	0.671140939597	0	150	0.0	100	-15
RARA	RARA-201	RARA-202	60	55	5	91.6666666667	0	114	0.0	9	14
RARA	RARA-201	RARA-203	60	76	-16	126.666666667	0	135	0.0	11	-14
DNTTIP1	DNTTIP1-201	DNTTIP1-203	329	16	313	4.8632218845	16	329	4.8632218845	12	9
DNTTIP1	DNTTIP1-201	DNTTIP1-204	205	31	174	15.1219512195	0	236	0.0	19	-9
DNTTIP1	DNTTIP1-201	DNTTIP1-205	329	75	254	22.7963525836	75	329	22.7963525836	17	45
RARB	RARB-201	RARB-202	53	60	-7	113.20754717	0	112	0.0	5	-25
RARG	RARG-203	RARG-201	61	50	11	81.9672131148	0	111	0.0	12	17
RARG	RARG-203	RARG-204	111	89	22	80.1801801802	0	200	0.0	4	-27
MYT1	MYT1-201	MYT1-202	229	20	209	8.73362445415	0	249	0.0	15	-7
MYT1	MYT1-201	MYT1-206	1121	40	1081	3.5682426405	0	1161	0.0	15	-5
WT1	WT1-203	WT1-201	3	220	-217	7333.33333333	0	223	0.0	33	-13
WT1	WT1-203	WT1-204	3	220	-217	7333.33333333	0	223	0.0	33	-13
WT1	WT1-203	WT1-205	3	220	-217	7333.33333333	0	223	0.0	33	-13
WT1	WT1-203	WT1-208	302	32	270	10.5960264901	32	302	10.5960264901	18	23
