ref_orf	alt_orf	pfam	ref_len	alt_pfam	alt_len	len_diff	alt_is_longer
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-C2H2	23	ZNF682-201|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-C2H2	23	ZNF682-201|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-201|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-201|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-C2H2	23	ZNF682-201|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-C2H2	23	ZNF682-201|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-C2H2	23	ZNF682-201|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-201|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-201|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-201|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-201|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-C2H2	23	ZNF682-201|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-201|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-201|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-201|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-201	ZNF682-203|dom-zf-C2H2	22	ZNF682-201|dom-zf-C2H2	22	0	False
ZNF682-203	ZNF682-204	ZNF682-203|dom-KRAB	41	ZNF682-204|dom-KRAB	41	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-207|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-207|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-C2H2_6	27	ZNF682-207|dom-zf-C2H2_6	27	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-C2H2	23	ZNF682-207|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-C2H2	23	ZNF682-207|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-C2H2	23	ZNF682-207|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-207|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-207|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-C2H2	23	ZNF682-207|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-C2H2	23	ZNF682-207|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-C2H2	23	ZNF682-207|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-207|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-207|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-207|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-207|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-C2H2	23	ZNF682-207|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-207|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-207|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-207|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-207	ZNF682-203|dom-zf-C2H2	22	ZNF682-207|dom-zf-C2H2	22	0	False
ZNF682-203	ZNF682-208	ZNF682-203|dom-KRAB	41	ZNF682-208|dom-KRAB	41	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-209|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-209|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-C2H2_6	27	ZNF682-209|dom-zf-C2H2_6	27	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-C2H2	23	ZNF682-209|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-C2H2	23	ZNF682-209|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-C2H2	23	ZNF682-209|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-209|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-209|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-C2H2	23	ZNF682-209|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-C2H2	23	ZNF682-209|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-C2H2	23	ZNF682-209|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-209|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-209|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-209|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-209|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-C2H2	23	ZNF682-209|dom-zf-C2H2	23	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-209|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-KRAB	41	ZNF682-209|dom-KRAB	41	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-H2C2_2	25	ZNF682-209|dom-zf-H2C2_2	25	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-H2C2_2	26	ZNF682-209|dom-zf-H2C2_2	26	0	False
ZNF682-203	ZNF682-209	ZNF682-203|dom-zf-C2H2	22	ZNF682-209|dom-zf-C2H2	22	0	False
ZNF682-203	ZNF682-211	ZNF682-203|dom-KRAB	41	ZNF682-211|dom-KRAB	12	29	False
ZNF683-201	ZNF683-202	ZNF683-201|dom-zf-C2H2	23	ZNF683-202|dom-zf-C2H2	20	3	False
ZNF683-201	ZNF683-202	ZNF683-201|dom-zf-H2C2_2	26	ZNF683-202|dom-zf-H2C2_2	26	0	False
ZNF683-201	ZNF683-202	ZNF683-201|dom-zf-C2H2_6	27	ZNF683-202|dom-zf-C2H2_6	27	0	False
ZNF683-201	ZNF683-202	ZNF683-201|dom-zf-C2H2	23	ZNF683-202|dom-zf-C2H2	23	0	False
ZNF683-201	ZNF683-202	ZNF683-201|dom-zf-C2H2	23	ZNF683-202|dom-zf-C2H2	23	0	False
ZNF683-201	ZNF683-202	ZNF683-201|dom-zf-H2C2_2	26	ZNF683-202|dom-zf-H2C2_2	26	0	False
ZNF680-201	ZNF680-202	ZNF680-201|dom-KRAB	41	ZNF680-202|dom-KRAB	41	0	False
ZNF681-201	ZNF681-202	ZNF681-201|dom-zf-C2H2	23	ZNF681-202|dom-zf-C2H2	23	0	False
ZNF684-203	ZNF684-201	ZNF684-203|dom-KRAB	41	ZNF684-201|dom-KRAB	41	0	False
ZNF684-203	ZNF684-202	ZNF684-203|dom-KRAB	41	ZNF684-202|dom-KRAB	41	0	False
ZNF174-201	ZNF174-202	ZNF174-201|dom-SCAN	90	ZNF174-202|dom-SCAN	90	0	False
ZNF174-201	ZNF174-204	ZNF174-201|dom-SCAN	90	ZNF174-204|dom-SCAN	90	0	False
ZNF175-201	ZNF175-202	ZNF175-201|dom-KRAB	41	ZNF175-202|dom-KRAB	41	0	False
ZNF175-201	ZNF175-204	ZNF175-201|dom-KRAB	41	ZNF175-204|dom-KRAB	41	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-H2C2_2	26	ZNF177-203|dom-zf-H2C2_2	26	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2	23	ZNF177-203|dom-zf-C2H2	23	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2	23	ZNF177-203|dom-zf-C2H2	23	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-H2C2_2	26	ZNF177-203|dom-zf-H2C2_2	26	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2_6	27	ZNF177-203|dom-zf-C2H2_6	27	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-H2C2_2	25	ZNF177-203|dom-zf-H2C2_2	25	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2_6	27	ZNF177-203|dom-zf-C2H2_6	27	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2_jaz	24	ZNF177-203|dom-zf-C2H2_jaz	24	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-H2C2_2	25	ZNF177-203|dom-zf-H2C2_2	25	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-H2C2_2	26	ZNF177-203|dom-zf-H2C2_2	26	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-KRAB	41	ZNF177-203|dom-KRAB	41	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2_4	24	ZNF177-203|dom-zf-C2H2_4	24	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2	23	ZNF177-203|dom-zf-C2H2	23	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2_4	24	ZNF177-203|dom-zf-C2H2_4	24	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2_6	27	ZNF177-203|dom-zf-C2H2_6	27	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2_6	27	ZNF177-203|dom-zf-C2H2_6	27	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-H2C2_2	20	ZNF177-203|dom-zf-H2C2_2	20	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2	23	ZNF177-203|dom-zf-C2H2	23	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-H2C2_2	26	ZNF177-203|dom-zf-H2C2_2	26	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2	23	ZNF177-203|dom-zf-C2H2	23	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-Zn-ribbon_8	42	ZNF177-203|dom-Zn-ribbon_8	42	0	False
ZNF177-201	ZNF177-203	ZNF177-201|dom-zf-C2H2	23	ZNF177-203|dom-zf-C2H2	23	0	False
ZNF177-201	ZNF177-204	ZNF177-201|dom-KRAB	41	ZNF177-204|dom-KRAB	41	0	False
ZNF177-201	ZNF177-206	ZNF177-201|dom-KRAB	41	ZNF177-206|dom-KRAB	41	0	False
AHR-201	AHR-206	AHR-201|dom-PAS_3	87	AHR-206|dom-PAS_3	87	0	False
AHR-201	AHR-206	AHR-201|dom-PAS	115	AHR-206|dom-PAS	115	0	False
AHR-201	AHR-206	AHR-201|dom-PAS_3	56	AHR-206|dom-PAS_3	56	0	False
AHR-201	AHR-206	AHR-201|dom-PAS_11	107	AHR-206|dom-PAS_11	107	0	False
AHR-201	AHR-206	AHR-201|dom-HLH	46	AHR-206|dom-HLH	46	0	False
ZGPAT-201	ZGPAT-202	ZGPAT-201|dom-zf-CCCH	26	ZGPAT-202|dom-zf-CCCH	26	0	False
ZGPAT-201	ZGPAT-202	ZGPAT-201|dom-G-patch	44	ZGPAT-202|dom-G-patch	44	0	False
ZGPAT-201	ZGPAT-202	ZGPAT-201|dom-Laminin_I	85	ZGPAT-202|dom-Laminin_I	85	0	False
ZGPAT-201	ZGPAT-203	ZGPAT-201|dom-zf-CCCH	26	ZGPAT-203|dom-zf-CCCH	26	0	False
ZGPAT-201	ZGPAT-203	ZGPAT-201|dom-G-patch	44	ZGPAT-203|dom-G-patch	44	0	False
ZGPAT-201	ZGPAT-203	ZGPAT-201|dom-Laminin_I	85	ZGPAT-203|dom-Laminin_I	85	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2_6	27	ZNF778-201|dom-zf-C2H2_6	27	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2_4	24	ZNF778-201|dom-zf-C2H2_4	24	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-201|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-201|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2_6	27	ZNF778-201|dom-zf-C2H2_6	27	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-201|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-201|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	22	ZNF778-201|dom-zf-C2H2	22	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2HE	41	ZNF778-201|dom-zf-C2HE	42	-1	True
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-201|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	24	ZNF778-201|dom-zf-H2C2_2	24	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-201|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-201|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	27	ZNF778-201|dom-zf-H2C2_2	27	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-201|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-201|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-201|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2_4	24	ZNF778-201|dom-zf-C2H2_4	24	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2_6	27	ZNF778-201|dom-zf-C2H2_6	27	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-201|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-Zn-ribbon_8	44	ZNF778-201|dom-Zn-ribbon_8	44	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-201|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2_4	24	ZNF778-201|dom-zf-C2H2_4	24	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2_4	24	ZNF778-201|dom-zf-C2H2_4	24	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-201|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-201	ZNF778-207|dom-zf-C2H2	23	ZNF778-201|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2_6	27	ZNF778-202|dom-zf-C2H2_6	27	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2_4	24	ZNF778-202|dom-zf-C2H2_4	24	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-202|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-202|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2_6	27	ZNF778-202|dom-zf-C2H2_6	27	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-202|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-202|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	22	ZNF778-202|dom-zf-C2H2	22	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2HE	41	ZNF778-202|dom-zf-C2HE	42	-1	True
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-202|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	24	ZNF778-202|dom-zf-H2C2_2	24	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-202|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-202|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	27	ZNF778-202|dom-zf-H2C2_2	27	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-202|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-202|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-202|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2_6	27	ZNF778-202|dom-zf-C2H2_6	27	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-202|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-Zn-ribbon_8	44	ZNF778-202|dom-Zn-ribbon_8	44	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	26	ZNF778-202|dom-zf-H2C2_2	26	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2_4	24	ZNF778-202|dom-zf-C2H2_4	24	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-KRAB	41	ZNF778-202|dom-KRAB	41	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-H2C2_2	25	ZNF778-202|dom-zf-H2C2_2	25	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-202	ZNF778-207|dom-zf-C2H2	23	ZNF778-202|dom-zf-C2H2	23	0	False
ZNF778-207	ZNF778-203	ZNF778-207|dom-KRAB	41	ZNF778-203|dom-KRAB	40	1	False
ZNF775-201	ZNF775-202	ZNF775-201|dom-zf-H2C2_2	26	ZNF775-202|dom-zf-H2C2_2	18	8	False
ZNF775-201	ZNF775-202	ZNF775-201|dom-zf-H2C2_2	26	ZNF775-202|dom-zf-H2C2_2	26	0	False
ZNF775-201	ZNF775-202	ZNF775-201|dom-zf-C2H2	23	ZNF775-202|dom-zf-C2H2	23	0	False
ZNF775-201	ZNF775-202	ZNF775-201|dom-zf-C2H2	23	ZNF775-202|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-C2H2_6	27	ZNF772-202|dom-zf-C2H2_6	27	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-C2H2	23	ZNF772-202|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-KRAB	41	ZNF772-202|dom-KRAB	41	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-C2H2	23	ZNF772-202|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-H2C2_2	26	ZNF772-202|dom-zf-H2C2_2	26	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-H2C2_2	26	ZNF772-202|dom-zf-H2C2_2	26	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-C2H2	23	ZNF772-202|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-H2C2_2	26	ZNF772-202|dom-zf-H2C2_2	26	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-C2H2_4	24	ZNF772-202|dom-zf-C2H2_4	24	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-C2H2	23	ZNF772-202|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-C2H2	23	ZNF772-202|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-H2C2_2	25	ZNF772-202|dom-zf-H2C2_2	25	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-C2H2	23	ZNF772-202|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-H2C2_2	26	ZNF772-202|dom-zf-H2C2_2	26	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-C2H2	23	ZNF772-202|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-H2C2_2	26	ZNF772-202|dom-zf-H2C2_2	26	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-C2H2	23	ZNF772-202|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-C2H2_4	24	ZNF772-202|dom-zf-C2H2_4	24	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-H2C2_2	24	ZNF772-202|dom-zf-H2C2_2	24	0	False
ZNF772-201	ZNF772-202	ZNF772-201|dom-zf-H2C2_2	26	ZNF772-202|dom-zf-H2C2_2	26	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-C2H2_6	27	ZNF772-204|dom-zf-C2H2_6	27	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-C2H2	23	ZNF772-204|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-C2H2	23	ZNF772-204|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-H2C2_2	26	ZNF772-204|dom-zf-H2C2_2	26	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-H2C2_2	26	ZNF772-204|dom-zf-H2C2_2	26	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-C2H2	23	ZNF772-204|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-H2C2_2	26	ZNF772-204|dom-zf-H2C2_2	26	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-C2H2_4	24	ZNF772-204|dom-zf-C2H2_4	24	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-C2H2	23	ZNF772-204|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-C2H2	23	ZNF772-204|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-H2C2_2	25	ZNF772-204|dom-zf-H2C2_2	25	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-C2H2	23	ZNF772-204|dom-zf-C2H2	23	0	False
ZNF772-201	ZNF772-204	ZNF772-201|dom-zf-H2C2_2	26	ZNF772-204|dom-zf-H2C2_2	26	0	False
